,,,,,,,X,,,,,,,Y,
Energy,Dispersion,SigmaXY,ThetaPhi,Emittance,Focus,Plane,FWHM X,mean X,stdev X,FWHM Y,mean Y,stdev Y
98.736,1.311,4.31,8.414,112.41454,positive,3,12.812557535066901,49.997226698384566,5.441038531963182,13.046989700841184,50.107255618328495,5.540593553949883,
69.395,1.081,4.983,10.331,5.14823,negative,5,27.622602407406962,50.110824187053325,11.730339055294277,28.109265633485816,49.786726242543494,11.937007658181509,
98.736,1.311,4.31,8.414,72.52551,negative,2,16.36285992267139,50.1861466783375,6.948725973616184,16.99020966790905,50.29787535706516,7.215139148933688,
127.977,1.382,3.898,7.24,84.65321,positive,3,10.521083543313708,50.048541005348085,4.4679308405442955,10.727427449749674,50.09709648024759,4.555557775500966,
234.635,0.666,3.565,5.845,64.59533,positive,3,9.918161191857449,50.02146393202986,4.211891112560493,9.817437946396437,49.95308346465187,4.16911752437423,
127.977,1.382,3.898,7.24,56.43547,negative,1,11.970410494542005,50.27354364012209,5.083408567412096,12.39966984529342,50.39857323131388,5.26569978142238,
195.932,1.106,3.585,6.19,11.09634,negative,5,18.556617594078052,50.19110158883514,7.880337011244289,18.620041290764902,50.09391054467434,7.907270804639419,
195.932,1.106,3.585,6.19,11.09634,negative,2,14.907864435879718,49.62671646114905,6.330841020842414,13.329097451504225,50.40560256879031,5.660394705072289,
127.977,1.382,3.898,7.24,14.10887,positive,5,3.368625751531512,50.101918270031504,1.4305358211022219,3.2963114142323255,50.01762385550513,1.399826488123121,
69.395,1.081,4.983,10.331,25.74113,positive,1,6.091669038828197,50.0721266517018,2.586915678116272,6.210154339854694,50.03478938940656,2.637232181015243,
127.977,1.382,3.898,7.24,56.43547,positive,3,6.242027492987988,50.0072002228777,2.65076757813317,6.342915833285175,49.953875309765266,2.6936112762379714,
127.977,1.382,3.898,7.24,87.47498,positive,1,9.744321062774183,49.98786422763447,4.138067378450052,9.888281750667375,50.04791393595876,4.199202374158049,
195.932,1.106,3.585,6.19,68.79731,positive,5,11.89630149909422,50.08576157113401,5.051937106800671,12.216902748470188,50.13541932739163,5.18808508088593,
195.932,1.106,3.585,6.19,11.09634,positive,2,3.8083303120071843,49.926745241304175,1.617262745034476,4.063817678413075,50.18293056136581,1.7257591635863239,
234.635,0.666,3.565,5.845,41.6744,negative,5,17.411456093368447,50.092296967091904,7.3940275579108405,17.575599025616633,50.15944299469301,7.463733236630131,
234.635,0.666,3.565,5.845,62.51161,positive,4,10.011325058139096,49.96453104082038,4.251454500653599,9.601038048906425,50.008944388069736,4.077220166853416,
157.141,1.335,3.682,6.594,12.13925,negative,4,17.878239577989213,50.10100649055856,7.592253940032789,18.026041170136498,49.83674288168186,7.65502003148314,
195.932,1.106,3.585,6.19,44.38536,negative,1,-11.983768759458918,49.90961429123601,-5.089081348504721,11.906494230495886,50.09345828480993,5.056265598138222,
157.141,1.335,3.682,6.594,36.41775,positive,4,4.597405952249214,50.064546215350745,1.9523551691223093,4.522028321431774,50.05436826586021,1.9203449640868753,
157.141,1.335,3.682,6.594,24.2785,negative,1,12.761982794696154,50.20714428164271,5.419561234370713,13.135111703864395,50.291373126226894,5.578015841627482,
98.736,1.311,4.31,8.414,54.39413,negative,5,23.07866368347292,50.17635532465468,9.800689520754595,23.562233879749265,50.041637086806155,10.006044623640761,
69.395,1.081,4.983,10.331,102.96453,positive,4,9.559506621054533,50.098638559667094,4.05958324318606,9.460271098463314,50.095317500000604,4.017441438110801,
98.736,1.311,4.31,8.414,112.41454,negative,1,12.744044212388031,49.95245227747372,5.411943355014452,12.443639834852855,50.096094749679786,5.284372275714649,
157.141,1.335,3.682,6.594,72.8355,negative,4,14.258361504139753,50.01487614282591,6.05502017332247,14.276372966207605,50.01943364062577,6.062669002126552,
195.932,1.106,3.585,6.19,68.79731,positive,3,8.358208453300746,50.59216798055097,3.5494345393667173,9.536751559932844,49.29440500931067,4.049919976190268,
234.635,0.666,3.565,5.845,41.6744,positive,3,5.440589159692415,49.98126887000404,2.31042515699525,5.6713217694958225,50.055526150623244,2.408409108839741,
98.736,1.311,4.31,8.414,36.26276,positive,3,-3.6905899069939334,50.048286896301576,-1.5672625730397203,3.742713320163914,50.05354411677277,1.5893975370154212,
195.932,1.106,3.585,6.19,44.38536,negative,2,13.010786603385217,49.880288672615656,5.525219383126047,12.982589340712533,49.84809949907975,5.513245006247891,
98.736,1.311,4.31,8.414,54.39413,negative,4,22.240185106245086,50.53133155414454,9.444617422390474,20.40007098493965,49.96172144266537,8.663186251460697,
127.977,1.382,3.898,7.24,56.43547,negative,4,17.877997841631224,50.29694866844844,7.592151283179558,18.477939739528143,50.31131503243582,7.8469253182980045,
98.736,1.311,4.31,8.414,112.41454,positive,2,-11.763941853878976,50.06111936177681,-4.995728662255383,11.793544940039823,50.10131440174239,5.008300042483363,
234.635,0.666,3.565,5.845,20.8372,positive,5,-3.173724108158355,50.042131383696905,-1.3477680092400013,3.100510297229049,50.0908301272257,1.3166767017279806,
69.395,1.081,4.983,10.331,154.4468,negative,2,17.85201596500018,49.90181363460029,7.581117702140387,17.527537661584166,50.398697791805645,7.4433232807814536,
195.932,1.106,3.585,6.19,22.19268,positive,3,3.3164429927498933,50.05439726293658,1.4083756551511353,3.2248301565292867,50.04328613698733,1.3694709344867024,
69.395,1.081,4.983,10.331,51.48227,negative,4,25.981069404808206,50.15324851311456,11.033238238834809,25.815186648782504,49.849156827607835,10.962793718694796,
127.977,1.382,3.898,7.24,87.47498,negative,5,16.525449259288127,50.18387867849464,7.017771895400088,16.38708034428107,49.86846160266981,6.959011527212956,
234.635,0.666,3.565,5.845,31.2558,positive,2,4.565940731734461,50.002739409038824,1.9389930065120016,4.889491602134046,50.005759908157884,2.0763935799787863,
234.635,0.666,3.565,5.845,10.4186,negative,4,16.02465503554503,50.01909633685125,6.805102359242837,16.26345695343026,50.1712674998206,6.906513059890548,
234.635,0.666,3.565,5.845,2.08372,positive,2,3.7614017329727685,50.07201933753713,1.5973338427776322,3.812705740171699,50.09265453477073,1.619120834114022,
127.977,1.382,3.898,7.24,42.3266,negative,3,17.68941691785224,50.52081417372156,7.512067656638457,17.163983533894235,49.62124461189167,7.288934743457719,
69.395,1.081,4.983,10.331,51.48227,negative,1,17.848686970638774,50.09981931730083,7.579703996364351,18.917988896987218,49.84516426853821,8.033798580341099,
127.977,1.382,3.898,7.24,28.21774,negative,2,15.841149317612906,49.83116691854567,6.727173992531386,15.149499761038133,50.20478498981245,6.433454969015684,
157.141,1.335,3.682,6.594,72.8355,positive,5,-11.635062512295121,50.04031868669846,-4.940998179163887,11.7078958923906,50.06031688718579,4.971927931200357,
69.395,1.081,4.983,10.331,51.48227,positive,2,4.990683898114908,50.07255021098148,2.1193663572765877,5.00137416375503,50.02757902917206,2.123906133750225,
127.977,1.382,3.898,7.24,87.47498,positive,5,14.237383812181182,50.0711896102537,6.04611169194037,14.573622922503207,49.7225200559696,6.188900510660441,
98.736,1.311,4.31,8.414,54.39413,positive,4,-5.815551499603453,50.01388046127488,-2.4696583572292563,5.86888501188011,50.03137991389078,2.492307207355236,
157.141,1.335,3.682,6.594,24.2785,positive,5,4.02806310242168,50.08576942578007,1.710575463912723,3.7678146727549544,50.1015460755119,1.6000571907401708,
69.395,1.081,4.983,10.331,102.96453,negative,4,24.829156387340518,50.15038161590683,10.54406165591155,24.875128583337222,50.06532176645948,10.563584416229498,
69.395,1.081,4.983,10.331,159.59503,negative,4,20.191164640211024,49.979921807135405,8.574471139889173,19.830250999555837,50.33469670877219,8.421203923711499,
69.395,1.081,4.983,10.331,159.59503,positive,4,17.059233899742313,50.113964894714115,7.244451290870695,17.199938721517604,49.96293963419807,7.304203635772721,
127.977,1.382,3.898,7.24,84.65321,negative,2,-13.122265695627949,49.99476896193058,-5.57256059776964,12.904934058682363,49.99888247823004,5.480267563564788,
157.141,1.335,3.682,6.594,2.42785,negative,2,-14.935625861721762,50.08611673588215,-6.342630313284254,14.696884397802203,50.02977844280886,6.241245285290557,
195.932,1.106,3.585,6.19,11.09634,positive,5,-2.2626741810617714,50.05161530441506,-0.9608774337785677,2.2582502903857344,50.04869050688132,0.958998764390069,
69.395,1.081,4.983,10.331,25.74113,positive,4,3.8754796063185233,50.054977877641406,1.6457786675380173,3.8870062494689845,50.05167232826447,1.6506736238614679,
195.932,1.106,3.585,6.19,44.38536,positive,3,-5.772747379129977,50.08091262196648,-2.4514809661669683,5.515168485877403,49.99639247087614,2.3420963503810954,
98.736,1.311,4.31,8.414,36.26276,positive,1,5.87611150053931,50.01850697992111,2.4953760406570877,6.078653968289563,50.06881462792943,2.581388639497861,
98.736,1.311,4.31,8.414,72.52551,positive,4,7.632376699792627,49.988666835161006,3.24119954976755,7.906958805916212,50.10643965147598,3.357804826701296,
157.141,1.335,3.682,6.594,36.41775,negative,5,-19.11075477238129,50.28233474052253,-8.115659407330257,19.087364408038656,50.0219667960423,8.105726349600245,
98.736,1.311,4.31,8.414,3.62628,positive,5,-3.7981552345696525,50.055955614239814,-1.6129417507090422,3.8225929235039433,50.02128042155528,1.6233195700288532,
69.395,1.081,4.983,10.331,51.48227,negative,5,28.25031578137061,49.995610612649905,11.996906650828354,27.950110162035426,50.176593539789216,11.86941997708316,
98.736,1.311,4.31,8.414,18.13138,negative,3,19.991820995529768,50.36736599928004,8.489816967695672,19.260710204837952,50.140771924266026,8.179340158331048,
157.141,1.335,3.682,6.594,48.557,positive,4,6.392310242469761,50.09476021311221,2.7145873290596914,6.221635024493784,50.011185010589436,2.6421076203897504,
195.932,1.106,3.585,6.19,22.19268,negative,1,-12.44621242658186,50.03291992701899,-5.285464764133625,12.663886494164434,50.03922987344721,5.377903216478866,
127.977,1.382,3.898,7.24,87.47498,positive,3,11.335717006815987,49.972125563589415,4.813876765252245,11.23757695047087,49.96887250926461,4.772200165819123,
157.141,1.335,3.682,6.594,2.42785,positive,4,1.227386550630975,50.042294289688755,0.5212275142818816,1.1973908635523354,50.045048932525596,0.5084894103755458,
157.141,1.335,3.682,6.594,75.26335,positive,5,-12.64481640762337,50.152528030129005,-5.3698048274262655,12.698404709178615,50.10245089685333,5.3925618775176725,
127.977,1.382,3.898,7.24,28.21774,positive,1,-5.580359332788964,50.073261969360665,-2.369780589769392,5.550055464488638,50.01389015715322,2.3569116122340064,
157.141,1.335,3.682,6.594,75.26335,positive,1,9.140374458502489,50.091143761908874,3.881592686641111,9.386284670130552,50.01991382204774,3.9860220274038354,
127.977,1.382,3.898,7.24,42.3266,positive,1,6.023163948428371,50.081870408134414,2.5578239971243293,6.070152909486493,50.05516543795351,2.5777785414839873,
234.635,0.666,3.565,5.845,20.8372,negative,2,13.329714683542633,49.935458245906716,5.660656821616542,13.476541079734558,50.19264173674652,5.723008781949447,
98.736,1.311,4.31,8.414,3.62628,negative,5,24.18221552504886,49.99382215324417,10.269328828371352,23.493799459706526,49.9404081463395,9.97698295384174,
69.395,1.081,4.983,10.331,77.2234,negative,2,20.392463312914845,49.99224593054832,8.659955543109753,20.433858636590262,49.97517941216168,8.677534668163013,
157.141,1.335,3.682,6.594,75.26335,positive,3,10.810307264397034,49.747828227806565,4.590753891794222,10.673159645733737,49.792538365092256,4.532512164826625,
98.736,1.311,4.31,8.414,3.62628,negative,3,20.03022631600794,50.06114957046757,8.506126344491227,19.980472125605157,50.09971133679618,8.484997505352963,
157.141,1.335,3.682,6.594,48.557,negative,5,-18.735557050586728,49.88314531073016,-7.956326248762836,18.612707019004848,49.99569140164438,7.904156199679314,
98.736,1.311,4.31,8.414,18.13138,negative,4,21.872835327061054,50.06829542563538,9.288617006565762,21.930965548753402,49.85637648875191,9.31330284896951,
127.977,1.382,3.898,7.24,2.82177,negative,4,19.27343854316711,50.11107483910011,8.184745431954777,19.283155478978813,50.08179939384002,8.188871869788862,
98.736,1.311,4.31,8.414,108.78827,negative,5,19.827187251059637,50.003270898946234,8.419902858442176,19.324169357494554,50.120636897450716,8.206289008618377,
195.932,1.106,3.585,6.19,68.79731,negative,5,14.516525222065727,50.09274965463883,6.164653143394652,14.43552431541945,50.13065387603671,6.1302549326564675,
195.932,1.106,3.585,6.19,66.57804,positive,1,8.397280084670987,50.06713694370106,3.5660268747541135,8.330605952473778,50.10424095801902,3.5377127367393317,
234.635,0.666,3.565,5.845,62.51161,negative,3,12.169727066867722,49.933824276381095,5.168051242936862,12.244132783600328,50.09747798798432,5.199648710548806,
127.977,1.382,3.898,7.24,87.47498,negative,3,13.683494189158296,50.051583235450984,5.810894423797476,13.549337770755262,50.11516303643278,5.753922953437771,
234.635,0.666,3.565,5.845,64.59533,negative,5,14.11957041244426,50.04914254632107,5.996080521676686,13.976182605548079,49.76602600193009,5.935188808199456,
69.395,1.081,4.983,10.331,154.4468,negative,3,18.82652096435287,50.3981459517724,7.99495539508785,19.151950748810087,49.96793219956346,8.133153876681709,
69.395,1.081,4.983,10.331,159.59503,positive,5,-19.189414942714105,50.005829068471634,-8.149063590417065,19.06312232059816,50.108221869742806,8.095431595293936,
127.977,1.382,3.898,7.24,14.10887,negative,1,14.107029352939099,49.97595617753867,5.990754778723925,13.943991834105649,50.13189449328339,5.921518529856314,
127.977,1.382,3.898,7.24,84.65321,positive,5,12.88267817296499,50.013998809178794,5.470816278649988,12.932545257494741,50.03794884254,5.49199305991793,
69.395,1.081,4.983,10.331,77.2234,negative,4,25.33723775025262,50.166182333003924,10.759825781489987,24.85342016096421,50.18557319344029,10.554365619570328,
195.932,1.106,3.585,6.19,11.09634,positive,1,-5.156007792182333,50.0595679077887,-2.189573548574118,5.1236802763630624,50.074318552454784,2.175845199746502,
234.635,0.666,3.565,5.845,31.2558,negative,1,-12.026416201477373,50.04890736985579,-5.107192203786892,12.442673061341935,50.15716297536313,5.2839617213104875,
127.977,1.382,3.898,7.24,56.43547,positive,2,6.204047796643951,49.93418937616766,2.634638948804124,6.39812536841765,49.9673005837836,2.717056806700208,
127.977,1.382,3.898,7.24,2.82177,positive,3,-1.9884047431193266,50.041021669140996,-0.844404935926332,1.9306379338886368,50.050287869957046,0.8198734218993702,
157.141,1.335,3.682,6.594,75.26335,negative,3,12.147710130492056,50.10283470134472,5.1587014313283746,12.852258333929555,49.96420500480003,5.457898052458619,
98.736,1.311,4.31,8.414,72.52551,positive,1,7.420518134285161,50.024978293246555,3.1512307347907087,7.38877889574809,50.009085863927496,3.137752206449843,
98.736,1.311,4.31,8.414,108.78827,positive,5,14.841916761271442,50.05348818364642,6.302835383587329,14.871163912896813,50.07446740511399,6.315255611048418,
234.635,0.666,3.565,5.845,31.2558,negative,4,16.073114240319757,50.18601189624419,6.825681263937386,16.170130188267667,50.17729644965837,6.866880494423165,
98.736,1.311,4.31,8.414,112.41454,negative,4,16.593404960457473,49.99980267596728,7.046630270280905,16.50553935691039,50.00729669487742,7.009316866362489,
98.736,1.311,4.31,8.414,18.13138,positive,3,2.570149556959972,50.020449435609,1.0914513151690046,2.4428709373452957,50.063130546407564,1.0374006018962527,
69.395,1.081,4.983,10.331,25.74113,negative,4,26.400613838560524,49.960763611586316,11.211403872329083,26.39086964249938,49.96495106921669,11.207265858034388,
98.736,1.311,4.31,8.414,3.62628,positive,1,-5.3557671633366875,50.05648106162377,-2.2744042650487035,5.451908465021489,50.01383386344251,2.3152320643033333,
157.141,1.335,3.682,6.594,75.26335,negative,2,11.370071441951689,50.00096230833956,4.828465874788385,11.688129374940308,50.11405896256115,4.963533792653434,
127.977,1.382,3.898,7.24,14.10887,positive,2,-3.6614197864745934,50.0588133192834,-1.554875057955917,3.704551860710705,50.03331190565451,1.573191719343768,
69.395,1.081,4.983,10.331,77.2234,positive,4,7.312105992135532,50.091196800027234,3.1051919450210343,7.281723273780085,50.076028657507706,3.0922894826652305,
98.736,1.311,4.31,8.414,18.13138,positive,5,4.242004989624744,50.076491314539844,1.8014289916870831,4.318268387530743,50.06395414003595,1.8338153505736128,
98.736,1.311,4.31,8.414,54.39413,positive,2,-5.679155580356694,50.01953788314916,-2.4117358503298343,5.544897408129459,50.015127798181325,2.354721168731722,
195.932,1.106,3.585,6.19,2.21927,negative,2,13.968538974674745,49.998779896252195,5.93194282940154,14.329381647057264,50.036773512603794,6.085179907872118,
234.635,0.666,3.565,5.845,64.59533,positive,4,10.752716670429825,50.06187510953272,4.566297210136668,11.04570150639415,50.08923062485621,4.6907174734135175,
127.977,1.382,3.898,7.24,28.21774,positive,3,3.477737497461164,50.01874362954218,1.476871707771855,3.3985776455888095,50.03231629163315,1.4432553276663875,
127.977,1.382,3.898,7.24,2.82177,negative,1,14.153514790992075,50.0796577093299,6.010495494730795,14.118574162930766,50.11574275298396,5.995657449860186,
234.635,0.666,3.565,5.845,2.08372,negative,4,16.33212420855868,50.022403699476804,6.935673606488314,16.905486690530676,50.10860935105868,7.17916030683314,
234.635,0.666,3.565,5.845,10.4186,negative,1,12.117482880836771,50.09118367696652,5.145864991012727,12.377058396277144,50.03324744760468,5.256097501391687,
69.395,1.081,4.983,10.331,77.2234,negative,1,17.87190298284083,50.085017743531196,7.589563012927139,17.798968829758216,50.21041741150589,7.55859046617896,
69.395,1.081,4.983,10.331,25.74113,negative,3,23.676131731609576,50.12104039013458,10.054412999664335,23.504089051542735,49.98683084699415,9.981352578368751,
98.736,1.311,4.31,8.414,54.39413,positive,3,5.837012039124356,49.96208328519946,2.47877188683725,5.111164816867291,50.171002524210884,2.1705303282093134,
195.932,1.106,3.585,6.19,2.21927,positive,3,2.16943433476285,50.051330701174855,0.9212817796682734,2.1389374229459244,50.03611525886974,0.9083308234015307,
127.977,1.382,3.898,7.24,2.82177,positive,5,2.7769497052148284,50.025891911110136,1.1792719998364314,2.7625839335852995,50.03870666257821,1.1731713663943009,
127.977,1.382,3.898,7.24,84.65321,negative,3,14.303042331116375,50.03206785215262,6.073994535041776,14.130671917106776,50.00444318590351,6.0007949367703315,
234.635,0.666,3.565,5.845,10.4186,positive,2,3.876373701766903,50.045614797927385,1.6461583581479968,3.968281444516963,50.0484433349165,1.68518831515074,
195.932,1.106,3.585,6.19,22.19268,negative,4,16.659248879572004,50.317870950560135,7.074591846259557,17.15993437924855,50.06650343637255,7.287215211163814,
98.736,1.311,4.31,8.414,18.13138,negative,2,17.962580140959396,50.122386088602084,7.628070384304143,17.738758794840717,50.12344098753741,7.5330214009005925,
127.977,1.382,3.898,7.24,14.10887,negative,3,17.699702378183304,50.19840622897497,7.516435526661842,17.49302342935976,50.1285923315296,7.428666311092135,
195.932,1.106,3.585,6.19,66.57804,positive,2,8.808993833305621,50.16867991067018,3.74086709415051,9.054966960472067,49.93035112371314,3.8453231529098293,
69.395,1.081,4.983,10.331,102.96453,positive,2,8.004308862454906,50.069800948177594,3.399145941249748,7.991852434301257,50.11652356453128,3.3938561382288333,
98.736,1.311,4.31,8.414,18.13138,positive,1,5.586937282149515,50.03572266710813,2.372574011444503,5.598909315589043,50.033205952287126,2.3776581092190603,
195.932,1.106,3.585,6.19,68.79731,positive,1,8.954347555324457,49.991816686445624,3.802593662019899,9.194817721561366,50.087698584053435,3.9047128085448297,
195.932,1.106,3.585,6.19,33.28902,negative,1,12.030155537947982,50.09849045524926,5.108780167295729,12.714806125026724,50.05104942113592,5.399526976824666,
234.635,0.666,3.565,5.845,64.59533,positive,2,9.39863158898667,50.03218050844455,3.991265325712022,9.21029961269569,50.04709557339995,3.9112874183351836,
98.736,1.311,4.31,8.414,112.41454,negative,3,15.275511771639746,50.02584374701129,6.486967798386167,15.38865144910203,50.15066501342688,6.535014204646692,
98.736,1.311,4.31,8.414,108.78827,negative,3,16.168898314362615,50.10818189594714,6.866357361288693,15.820489384117282,50.05866510089755,6.718400451892849,
195.932,1.106,3.585,6.19,68.79731,negative,2,11.013496160530671,50.04713962458716,4.677041005830929,10.914719286605408,50.03125759118744,4.635093972568969,
157.141,1.335,3.682,6.594,48.557,negative,3,15.45025214583636,50.24418007469732,6.561173834651079,15.319268430913285,50.19275553203032,6.505549698876034,
69.395,1.081,4.983,10.331,159.59503,negative,1,14.079480202341989,49.99721429588342,5.979055632046029,14.855277053747669,50.36180229926861,6.308509025712446,
234.635,0.666,3.565,5.845,64.59533,positive,1,-9.17823022506531,50.01335351001681,-3.897668687389719,8.786068240083765,50.09762004231605,3.7311314082231037,
195.932,1.106,3.585,6.19,68.79731,negative,3,14.027144476148283,50.47163746848346,5.956830506263072,13.493729010500882,50.90752649019051,5.730307886232751,
69.395,1.081,4.983,10.331,5.14823,negative,1,18.39754699130628,50.16750086131022,7.812785370862188,18.54519766318243,50.03543464304086,7.875487371828789,
195.932,1.106,3.585,6.19,44.38536,positive,5,6.646723164043016,50.04998100584394,2.8226274690177577,6.484119195422956,50.044808695851074,2.7535753335412587,
69.395,1.081,4.983,10.331,159.59503,positive,1,12.639913060627274,50.117359959788544,5.367722549952129,12.993944925575496,50.15676529085486,5.518067320186638,
127.977,1.382,3.898,7.24,56.43547,negative,2,14.792912948592676,50.00293054311033,6.282025203241327,15.02981776963832,50.13298036250131,6.382630274179684,
69.395,1.081,4.983,10.331,25.74113,negative,5,28.384540241041396,50.261858536661705,12.053907015900032,28.67442661536794,49.828312438995006,12.177011472468124,
69.395,1.081,4.983,10.331,159.59503,negative,5,21.56601789286143,50.00129328960403,9.158322529667672,22.304614275065642,49.8958903950733,9.471978204121642,
127.977,1.382,3.898,7.24,2.82177,positive,1,5.090106060004905,50.02215925093397,2.1615874214391475,5.190156424816307,50.07056764713946,2.2040752610906686,
157.141,1.335,3.682,6.594,36.41775,negative,4,17.411147227096578,50.209043509430415,7.393896393365287,17.068594312319558,50.100303642187114,7.24842632593832,
69.395,1.081,4.983,10.331,77.2234,negative,3,22.64618899180468,50.20124879258678,9.617032865553202,22.702047913320072,50.083639351389614,9.64075416736881,
127.977,1.382,3.898,7.24,2.82177,negative,2,-15.561564694008508,50.063690013527086,-6.6084443239377055,16.003445271804015,49.96385023287536,6.796095325209791,
195.932,1.106,3.585,6.19,44.38536,positive,4,6.170645252198952,50.01053947163507,2.620454073466516,5.898258598834659,50.04596327312833,2.504781127414073,
195.932,1.106,3.585,6.19,2.21927,positive,4,-1.0947504770832446,50.054682240378675,-0.46490168043283703,1.103664985129672,50.04751115800882,0.468687355669132,
195.932,1.106,3.585,6.19,11.09634,positive,4,1.7419824762426386,50.0603266916836,0.7397581434697803,1.8188267880876727,50.061104839860405,0.7723911958925058,
127.977,1.382,3.898,7.24,87.47498,negative,1,-11.184814213628478,50.15993839409397,-4.7497937037661275,11.43251396473254,50.096499740344015,4.854982998442559,
234.635,0.666,3.565,5.845,41.6744,negative,2,13.006660434687364,50.000516974423064,5.523467145697029,13.10935312274648,50.08707222144031,5.5670770862691015,
195.932,1.106,3.585,6.19,68.79731,negative,1,10.527034151365973,50.058853956543196,4.470457852626963,10.411593431465572,50.099368997133574,4.421434275295385,
69.395,1.081,4.983,10.331,154.4468,positive,5,-17.46554716012862,49.985880912142704,-7.416998114544173,17.665641415062222,49.95280275499805,7.501971044276466,
69.395,1.081,4.983,10.331,159.59503,negative,2,16.39315196360572,50.16187955100794,6.961589928488926,16.276107649656122,50.14847802833924,6.911885361668134,
127.977,1.382,3.898,7.24,14.10887,positive,3,2.4144452544057113,50.024230962770694,1.0253292230362288,2.3683956676188633,50.03608556925964,1.0057735975959161,
157.141,1.335,3.682,6.594,2.42785,negative,5,19.273976368866023,49.91226025184448,8.184973827444379,19.469728409438172,50.145802075142036,8.268102772820695,
157.141,1.335,3.682,6.594,24.2785,positive,4,3.1462294056762414,50.05753896863083,1.3360919847444546,3.1639173442321815,50.054922840738065,1.3436034245932484,
69.395,1.081,4.983,10.331,5.14823,positive,5,5.532989855527866,50.0609287166932,2.3496644536809352,5.528940882843562,50.0346169427856,2.347944998659573,
127.977,1.382,3.898,7.24,14.10887,negative,5,20.623374969466738,50.21080502848004,8.758015529754857,21.308624908900544,50.0433567055235,9.049016862960992,
157.141,1.335,3.682,6.594,72.8355,positive,2,9.056976709642848,49.94555848883409,3.8461766220667775,9.127081760281111,50.10517816323241,3.8759477493974486,
195.932,1.106,3.585,6.19,68.79731,positive,2,9.429759513274615,50.05381994288063,4.00448425058375,9.626832620837357,50.10057139806364,4.088174206232953,
98.736,1.311,4.31,8.414,72.52551,positive,2,6.9471602172613505,49.98892652998867,2.9502124245207026,7.292033986040887,49.9395868190627,3.09666807628711,
69.395,1.081,4.983,10.331,25.74113,negative,1,17.927234957412978,50.32471858506013,7.613060539074646,19.161877621678713,50.32319551120937,8.137369467334258,
195.932,1.106,3.585,6.19,44.38536,negative,3,14.067721173578263,50.10449780407545,5.9740619897988205,14.91749591449485,50.0587264338662,6.334931168037562,
195.932,1.106,3.585,6.19,44.38536,positive,1,6.2953962228282165,50.02850799848491,2.6734313839087043,6.307333284824932,50.09767116656286,2.6785006305524597,
195.932,1.106,3.585,6.19,2.21927,negative,4,17.571238555992426,50.06020875376492,7.461881499911851,16.853460348590456,50.12620854124558,7.157066565564148,
234.635,0.666,3.565,5.845,41.6744,positive,1,6.577687277617162,50.08855274667373,2.7933103777888406,6.758247242792518,50.04502618841801,2.869987787834431,
127.977,1.382,3.898,7.24,2.82177,positive,2,-3.4561683992013257,50.049344885566484,-1.4677120771196388,3.4524993000442197,50.01288550213374,1.466153940905478,
98.736,1.311,4.31,8.414,108.78827,positive,4,12.736938985874456,50.076341571927955,5.408926017442864,13.159663458200063,50.04657825408706,5.588442100475651,
234.635,0.666,3.565,5.845,62.51161,negative,5,14.780000696055664,49.581762287058645,6.276541827779711,15.33680562786541,49.64305697257049,6.512997124114748,
157.141,1.335,3.682,6.594,75.26335,negative,5,13.428338950687422,49.757762419931225,5.702539048194081,13.699707441885138,50.21482680446583,5.81777961690383,
234.635,0.666,3.565,5.845,20.8372,positive,2,4.634802558738059,50.27590524881299,1.9682361808807793,4.759095399612833,50.14705424514385,2.0210189398729543,
234.635,0.666,3.565,5.845,62.51161,positive,1,9.211498932959238,50.27576073126147,3.911796727093272,8.459992336397427,49.75870991665238,3.5926585427201574,
98.736,1.311,4.31,8.414,18.13138,negative,5,23.978466175878843,49.964478483740805,10.182803709817753,23.859762441161877,50.0009882789963,10.132394445881552,
69.395,1.081,4.983,10.331,102.96453,positive,1,8.409856012815988,50.02495634650932,3.571367425180902,8.458140960572926,50.097781298156406,3.591872329103502,
127.977,1.382,3.898,7.24,56.43547,negative,3,15.969680222341692,49.965794091990354,6.781756506854804,16.457363663553743,50.3572259094913,6.988858358906804,
157.141,1.335,3.682,6.594,24.2785,positive,2,-4.143810602555371,50.055398845808355,-1.7597293199232933,4.174947218281183,50.03837066401915,1.7729519357402679,
195.932,1.106,3.585,6.19,22.19268,positive,2,4.221818845123811,50.157908874256826,1.792856652422206,4.275762833869115,49.991258382822465,1.8157647502416832,
98.736,1.311,4.31,8.414,54.39413,negative,3,-19.43738865274872,49.9856449349098,-8.25436922572988,19.315823556299403,50.05808644686585,8.202744843001275,
127.977,1.382,3.898,7.24,42.3266,negative,2,15.32992227633376,49.95559500553194,6.510074008974757,15.120098900430131,49.98282316989693,6.4209694668040305,
234.635,0.666,3.565,5.845,2.08372,negative,2,14.063328914492406,50.12392991018136,5.9721967532242255,14.465049029663353,50.07884973534383,6.142793031112347,
157.141,1.335,3.682,6.594,2.42785,positive,5,-2.162751584723625,50.07639144707214,-0.9184438528637784,2.2702165758090587,50.06180745881486,0.9640804211861129,
98.736,1.311,4.31,8.414,112.41454,positive,4,14.146322379972384,49.887269613883085,6.007441132993199,14.570990815499258,49.99115587520925,6.187782748216094,
69.395,1.081,4.983,10.331,154.4468,positive,1,12.220062716436699,50.00226014286934,5.189427007149948,12.177775814315025,50.02725554426938,5.171469260368195,
