,,,,,,,X,,,,,,,Y,
Energy,Dispersion,SigmaXY,ThetaPhi,Emittance,Focus,Plane,FWHM X,mean X,stdev X,FWHM Y,mean Y,stdev Y
157.141,1.335,3.682,6.594,2.42785,negative,3,17.572933421174337,50.485415082856825,7.462601249012373,17.401803831059524,49.9298571138875,7.389928584618449,
234.635,0.666,3.565,5.845,31.2558,positive,1,5.912206179888933,50.01973155225558,2.5107041701583714,5.87698768389311,50.101547169867466,2.4957481246361093,
234.635,0.666,3.565,5.845,31.2558,negative,5,17.76363975130157,50.09609897093723,7.5435874602096025,17.445408410961356,50.07454494919914,7.408445902395684,
127.977,1.382,3.898,7.24,42.3266,negative,5,20.583322796774606,50.231023965754936,8.74100679326253,20.641486997431937,50.15700081906496,8.765707065326964,
69.395,1.081,4.983,10.331,5.14823,positive,1,-5.962125003744583,50.05403753124699,-2.531902923282055,6.034785118641715,50.03646557811002,2.5627590957370967,
234.635,0.666,3.565,5.845,31.2558,positive,5,4.596718163304626,50.02690244586457,1.9520630895637106,4.676955414470162,50.05688822684859,1.986137002917514,
234.635,0.666,3.565,5.845,10.4186,negative,3,14.931584023330107,50.14054424876914,6.340913887943819,15.145827608194317,49.99437901748557,6.431895536009137,
127.977,1.382,3.898,7.24,28.21774,negative,4,19.219651960699576,50.102197295501966,8.161904178995913,19.25633361933422,50.04196559154434,8.177481577770605,
69.395,1.081,4.983,10.331,5.14823,positive,3,-2.0538804392585326,50.05304751418674,-0.8722101406737441,2.0820056995954053,50.04639495967649,0.8841539407148824,
157.141,1.335,3.682,6.594,2.42785,positive,3,-1.9887354462719775,50.05792656771313,-0.8445453738202724,2.0676465920051244,50.04996691056834,0.8780561372537474,
195.932,1.106,3.585,6.19,33.28902,negative,5,-17.696699434476145,50.10104447525331,-7.515160283028768,18.185963839740847,49.94003548772212,7.722933514413473,
157.141,1.335,3.682,6.594,75.26335,positive,2,-9.837316410021156,50.212957506958,-4.177559202489025,9.820888617714179,50.06369968807334,4.1705829020359175,
98.736,1.311,4.31,8.414,112.41454,negative,2,13.910341807296206,50.008165761990774,5.907228557540431,13.548234396389153,50.05558866310813,5.753454389497687,
69.395,1.081,4.983,10.331,159.59503,positive,3,-15.356322609802172,49.98482279387302,-6.5212852937838335,15.49853169180197,50.07528925928441,6.581676444624584,
157.141,1.335,3.682,6.594,12.13925,positive,3,2.39884439260952,50.050276249854235,1.0187040906274503,2.3371833102687685,50.05005855683083,0.9925188169987975,
127.977,1.382,3.898,7.24,87.47498,positive,4,12.482468637787077,50.00294862062691,5.300861490482027,12.85528685478416,49.968353841950915,5.459184157798607,
157.141,1.335,3.682,6.594,24.2785,negative,2,14.200353959623154,50.1501119482993,6.030386427562067,14.387814553127853,50.19938117426109,6.109994289590561,
69.395,1.081,4.983,10.331,154.4468,positive,4,15.893545885661997,50.05251513508337,6.749424955691352,16.235998819118596,50.08605663221301,6.89485256459937,
195.932,1.106,3.585,6.19,66.57804,negative,1,10.264840483419986,50.043609155862974,4.359113505783925,10.930373940655993,50.04025009495613,4.641741948639372,
69.395,1.081,4.983,10.331,25.74113,negative,2,21.41441114976647,50.097361481593175,9.093940525635498,21.205387953317896,49.956657228900696,9.00517579128499,
98.736,1.311,4.31,8.414,36.26276,positive,5,5.534805728425447,49.98327905377896,2.350435590464348,5.485940931744872,49.99324958493673,2.3296844452797996,
98.736,1.311,4.31,8.414,36.26276,negative,2,17.3254288968117,49.68336512589326,7.35749486020541,18.115033012682648,49.85298746988008,7.692811709139905,
98.736,1.311,4.31,8.414,72.52551,negative,1,14.891287509366007,50.11702834756302,6.32380138838373,14.883331457100862,50.104407865195114,6.320422735306974,
195.932,1.106,3.585,6.19,33.28902,positive,3,4.452025933749695,50.05135701090355,1.8906174340707045,4.509114250238135,50.043379718737256,1.9148608163063254,
69.395,1.081,4.983,10.331,77.2234,positive,3,6.298365858320029,50.10599586939958,2.6746924827246596,6.2426572786336285,50.03530186392602,2.6510350257489503,
127.977,1.382,3.898,7.24,28.21774,negative,3,17.49989379517082,50.007888983164484,7.4315839116573885,17.419700107670003,49.99259879536722,7.397528498246136,
157.141,1.335,3.682,6.594,72.8355,positive,4,11.046809459451813,50.22711488554196,4.691187981761429,10.316435029018265,50.15764113710065,4.381023878468772,
234.635,0.666,3.565,5.845,20.8372,negative,3,14.878871391053245,50.13210117487523,6.318528703521847,14.75004519280916,50.16090425668872,6.263820788520961,
127.977,1.382,3.898,7.24,2.82177,negative,3,17.596994659411802,49.67064276595964,7.472819203079584,16.82440814691682,49.70416570108749,7.14472912642977,
69.395,1.081,4.983,10.331,77.2234,positive,5,8.91381045971261,50.03419008502236,3.7853789959710427,9.128703718238587,50.04593190094871,3.876636537386864,
234.635,0.666,3.565,5.845,62.51161,positive,2,-8.780812644946227,50.05863526970037,-3.728899543462811,8.778050553480128,50.082293884644535,3.7277265812298825,
127.977,1.382,3.898,7.24,56.43547,negative,5,20.215893706925726,50.04221835573229,8.584972697012793,20.110885883823084,50.037857285973715,8.540379600740225,
127.977,1.382,3.898,7.24,42.3266,negative,4,19.28370410661927,50.31328439817256,8.18910485247973,18.87464850286608,49.76663332454901,8.0153934528903,
98.736,1.311,4.31,8.414,112.41454,positive,5,14.916463334396223,50.186718439330114,6.334492667910745,14.860242732957074,50.043489315115295,6.310617773465719,
195.932,1.106,3.585,6.19,68.79731,negative,4,-13.073401236931668,50.097081719904295,-5.551809596115028,13.282727892152375,50.08916818283712,5.640703198637835,
127.977,1.382,3.898,7.24,2.82177,negative,5,19.673139797282232,49.84908971952918,8.354484371191708,20.430402846192408,50.15540446974742,8.676067116609651,
234.635,0.666,3.565,5.845,62.51161,negative,4,13.260888621402552,50.09129122783176,5.631428835316185,13.691209797858368,49.868541886493794,5.8141709690242775,
157.141,1.335,3.682,6.594,36.41775,positive,1,-5.840651819695538,50.07296437495545,-2.480317572488338,5.991917823843155,50.024340998347185,2.5445548767806843,
157.141,1.335,3.682,6.594,75.26335,positive,4,-11.687559766054022,50.18399391612067,-4.963291899971981,11.743950246766264,50.0757271009994,4.987238936116131,
234.635,0.666,3.565,5.845,2.08372,negative,5,17.54697191514942,50.265049328857636,7.451576318646772,19.25072356497656,49.97899255692148,8.1750991867575,
157.141,1.335,3.682,6.594,36.41775,negative,3,16.215556957258663,49.98997022051191,6.886171631246246,16.0729531630564,49.97669619078856,6.82561286013946,
157.141,1.335,3.682,6.594,48.557,negative,4,16.780929635784826,49.974746039622914,7.126265345585539,16.67031467809687,49.97827311016632,7.079291098223573,
157.141,1.335,3.682,6.594,12.13925,positive,1,5.1598523711575455,50.106904397776226,2.191206204840133,5.1000773815709435,50.07647861691095,2.1658218878762288,
98.736,1.311,4.31,8.414,36.26276,negative,1,-15.395929666535993,49.9742363903771,-6.538105005323591,15.465537216054715,50.076436308923526,6.567664861582603,
234.635,0.666,3.565,5.845,10.4186,negative,5,18.048452309532774,50.09810486885039,7.664537247126199,17.36065039837434,49.87416066859353,7.372452182085247,
195.932,1.106,3.585,6.19,22.19268,positive,1,-5.210021335077467,50.08586653824911,-2.212511183572901,5.332159716416543,50.06694356474306,2.2643790200511904,
234.635,0.666,3.565,5.845,41.6744,positive,5,6.1577672726916095,50.091934953569016,2.614985252544424,6.240284517956268,50.087427072308756,2.6500273984866096,
157.141,1.335,3.682,6.594,2.42785,positive,1,4.966589376679538,50.03984626555334,2.109134269016281,4.960182729543714,50.05229507913914,2.106413593317358,
69.395,1.081,4.983,10.331,154.4468,negative,5,23.20371464580637,50.043948459401015,9.853794227028356,22.72205894446206,50.01597927873924,9.649252142204034,
127.977,1.382,3.898,7.24,87.47498,negative,2,12.129864945294955,50.06828859090167,5.151123214410971,12.405949734229715,49.98643460453194,5.268366627411973,
234.635,0.666,3.565,5.845,41.6744,positive,2,5.6576655694637745,49.996249233571724,2.402609805275936,5.8516462908631475,50.08011930154998,2.4849865342547766,
69.395,1.081,4.983,10.331,25.74113,positive,3,2.8781313713739793,50.02573553905613,1.2222402630261506,2.8896306682474076,50.04726354986224,1.2271236063561268,
234.635,0.666,3.565,5.845,10.4186,negative,2,-13.554887036041057,50.09240584706836,-5.756279529489153,13.383928600106128,49.863244308835995,5.683679548202025,
157.141,1.335,3.682,6.594,36.41775,negative,1,12.90424606872621,49.62695742194856,5.4799753986437105,12.061317259181422,50.003154832045965,5.122013444530925,
157.141,1.335,3.682,6.594,24.2785,positive,1,-5.277312513978169,50.008573530450725,-2.2410873594267744,5.382957355661287,50.023011583431924,2.2859509748858873,
98.736,1.311,4.31,8.414,112.41454,positive,1,10.8379994156796,50.067581264417285,4.602513765788856,10.89575880825813,50.163574009592026,4.627042130226826,
69.395,1.081,4.983,10.331,154.4468,negative,1,15.037389240276312,50.057104610315484,6.385845609086254,15.282628452877285,50.003733078824,6.4899900003725515,
127.977,1.382,3.898,7.24,42.3266,positive,4,5.025579065377919,50.055275624413014,2.1341850965593334,5.087013836882498,50.04967657974107,2.1602742640064965,
157.141,1.335,3.682,6.594,72.8355,positive,1,8.952506365953896,50.001266610079256,3.801811774228765,8.703991336955632,50.04500780924526,3.6962762599607744,
195.932,1.106,3.585,6.19,11.09634,negative,3,15.261524407777113,50.043873556567476,6.48102786129485,15.299579609334886,50.17937962096732,6.4971885550088695,
69.395,1.081,4.983,10.331,154.4468,positive,3,14.134396979918328,50.036771859018835,6.002376838762667,13.99611663219625,50.07994353445502,5.943654081958659,
157.141,1.335,3.682,6.594,2.42785,positive,2,3.4071871868514823,50.039461269799396,1.4469114943313581,3.4323241803947253,50.02237479702199,1.4575862835037903,
234.635,0.666,3.565,5.845,20.8372,negative,4,15.91147593495743,50.13700987507361,6.757039211379918,15.932770376143365,49.898532009084406,6.766082204919044,
157.141,1.335,3.682,6.594,36.41775,positive,2,5.028807190505581,50.022499200177776,2.1355559667511383,4.88208044839389,50.00398355119704,2.0732463259698872,
157.141,1.335,3.682,6.594,36.41775,positive,5,-5.219581792512797,50.07406336412679,-2.2165711705931703,5.346988373820313,50.040959490326685,2.2706762246561545,
195.932,1.106,3.585,6.19,44.38536,negative,5,17.271409810790864,50.10034548324063,7.334554871237839,17.343516294048413,49.988784596946346,7.365175935981151,
98.736,1.311,4.31,8.414,18.13138,positive,4,2.728945366854711,50.02201718719025,1.158886260767246,2.736521469957135,50.03678095632851,1.162103562917078,
234.635,0.666,3.565,5.845,41.6744,negative,1,11.873163396079354,50.03932062748234,5.0421111755050765,11.595974689628445,50.01453470206947,4.924398967907442,
157.141,1.335,3.682,6.594,12.13925,negative,3,16.739581935892712,49.9389877406152,7.1087064446631185,16.54752514024631,50.1165025802018,7.0271467386811235,
69.395,1.081,4.983,10.331,159.59503,negative,3,-17.91146619761601,50.16770318967492,-7.606364106342794,17.99770834751493,50.08568698436109,7.642988087105032,
69.395,1.081,4.983,10.331,51.48227,negative,2,21.048489014466966,50.09111043194243,8.938546379508649,20.92402329201961,50.08104759483795,8.885690203847295,
195.932,1.106,3.585,6.19,11.09634,negative,1,12.509979565293447,50.11736206170177,5.312544405169631,12.553213554610311,50.09183211870764,5.330904346275824,
98.736,1.311,4.31,8.414,36.26276,negative,4,21.473788442257916,50.026602604218866,9.119155954755358,21.402275278070444,49.93121394469337,9.088786851567201,
157.141,1.335,3.682,6.594,12.13925,positive,4,1.8817216413119182,50.066881799649416,0.7991004082350596,1.8857026181865053,50.050065717106584,0.8007909878488642,
127.977,1.382,3.898,7.24,84.65321,positive,2,9.78615878532997,49.99952853825895,4.155834374609296,9.997242503900129,50.15209049763261,4.245474139587281,
127.977,1.382,3.898,7.24,42.3266,negative,1,14.518238718010439,50.28082291290863,6.165380804319025,13.236859883881737,49.76451059856333,5.621224683150049,
127.977,1.382,3.898,7.24,56.43547,positive,1,6.599704326288182,50.03697904225014,2.8026602370851803,6.840971271138324,50.028210600451956,2.905117747213489,
69.395,1.081,4.983,10.331,51.48227,positive,5,-7.172692709500448,50.02039322738009,-3.0459880709616307,7.300255138885954,50.099044409335434,3.100159308173074,
127.977,1.382,3.898,7.24,56.43547,positive,4,6.681608610362662,49.98265036372415,2.8374420801608045,6.736780054135666,50.06334919363253,2.8608714345743445,
157.141,1.335,3.682,6.594,24.2785,negative,4,17.830544456941563,50.11759200513703,7.571999514583644,17.47712602071149,50.19568332783104,7.421915245758235,
157.141,1.335,3.682,6.594,72.8355,negative,3,-13.270368447322163,49.88757626383741,-5.635454580992935,13.153985442164476,49.98698886200545,5.586030848549548,
234.635,0.666,3.565,5.845,20.8372,positive,1,5.434893674021507,50.0728766606036,2.3080064863349357,5.46641823265033,50.09149818256339,2.3213938477366782,
127.977,1.382,3.898,7.24,42.3266,positive,2,5.087875477037949,50.05920783685827,2.160640172005244,5.263591339364395,49.925048339169436,2.2352604634637316,
195.932,1.106,3.585,6.19,66.57804,negative,2,11.305981178142584,50.12511068155715,4.801249013989547,11.840275000857066,50.17154223117271,5.028144641097786,
234.635,0.666,3.565,5.845,20.8372,positive,4,2.9341976863567227,50.041842548142895,1.2460496374879917,2.9443980803932708,50.07634086817692,1.250381382874669,
157.141,1.335,3.682,6.594,12.13925,positive,5,2.7210157000208532,50.0420395987707,1.1555188126468716,2.6741742950843967,50.02143961026211,1.135626930136061,
157.141,1.335,3.682,6.594,12.13925,positive,2,3.60366079340202,50.08434475598054,1.5303468631739512,3.7927396748747526,50.0721922853926,1.6106419546775745,
157.141,1.335,3.682,6.594,75.26335,negative,1,10.538787664257953,50.01032888207165,4.475449152479172,10.505853739727321,50.17006508914379,4.461463283390233,
195.932,1.106,3.585,6.19,2.21927,positive,5,-1.6398858525600875,50.06030900385854,-0.6964013302871104,1.6789917370315477,50.05142483580632,0.7130082117511244,
69.395,1.081,4.983,10.331,5.14823,positive,4,3.238653942081516,50.07195720283186,1.3753414056741617,3.2469604075373057,50.07137672817233,1.378868866798584,
234.635,0.666,3.565,5.845,2.08372,negative,3,14.971972577593055,50.00830418464631,6.3580654737527835,15.02980415277244,50.08269127538096,6.382624491579939,
157.141,1.335,3.682,6.594,24.2785,negative,5,19.076197866136503,50.42061687985688,8.10098431549877,19.65179263469325,50.4748466768786,8.345418988743525,
69.395,1.081,4.983,10.331,102.96453,negative,1,-17.348451379099956,50.09266920833831,-7.367271691481211,17.382249366188578,49.91647505335772,7.381624497277297,
