,,,,,,,X,,,,,,,Y,
Energy,Dispersion,SigmaXY,ThetaPhi,Emittance,Focus,Plane,FWHM X,mean X,stdev X,FWHM Y,mean Y,stdev Y
234.635,0.666,3.0,0.01,0.06,positive,3,-7.576957118579473,50.12469918140526,-3.217664820188327,-7.456034565490112,49.99705505866826,-3.166313302824067,
127.977,1.382,1.0,0.01,0.01,positive,2,2.5827607802947643,50.05278514081025,1.0968068542104485,2.5736092161041775,50.04789881472535,1.0929205096416585,
234.635,0.666,0.01,1.0,0.03,positive,5,1.914364346863603,50.05825823399211,0.8129626069575348,1.9305947406167032,50.06394357090028,0.8198550792494917,
234.635,0.666,15.0,0.01,0.075,positive,2,36.618486751302285,50.0612674743135,15.550571917488655,36.31744787569924,50.07882509974647,15.422731389374569,
127.977,1.382,0.1,0.01,0.002,positive,4,-1.4452005891951438,50.05191233367242,-0.6137254073361406,-1.455419022683381,50.052555525331655,-0.618064813437821,
157.141,1.335,0.01,0.1,0.0015,positive,1,-0.35195623374071006,50.051089410482966,-0.14946332331438342,-0.35268555593174594,50.05174433113966,-0.14977304056894256,
234.635,0.666,0.5,0.01,0.015,positive,1,1.2586507026521503,50.04916629496172,0.5345042902378759,1.2610594256290437,50.051687786363914,0.5355271894127075,
127.977,1.382,0.01,0.1,0.0001,positive,5,-1.8607744296975222,50.05093220491494,-0.7902048707735359,-1.8511538523046964,50.0469781076425,-0.7861193529406728,
157.141,1.335,0.1,0.01,0.002,positive,5,1.5296966572973285,50.05576879290146,0.6496078891189606,1.527872885289916,50.04355431228929,0.6488333978639018,
195.932,1.106,0.5,0.01,0.01,positive,5,-1.7778177322326514,50.04585865443272,-0.7549761050758669,-1.7612044867760663,50.05056246977902,-0.74792104925092,
127.977,1.382,3.0,0.01,0.06,positive,4,-7.671502164419176,50.05499717504307,-3.2578147462286293,-7.525642732541848,50.06878981743442,-3.1958734213274367,
195.932,1.106,1.0,0.01,0.015,positive,2,2.549383464204266,50.0458188218299,1.0826326924597698,2.5097228798787565,50.04628845083546,1.065790249651247,
234.635,0.666,0.01,3.0,0.093,positive,5,-5.026509829078433,50.03763169625065,-2.134580358874823,-4.9576749809931195,50.06547534804922,-2.1053486414952944,
69.395,1.081,0.5,0.01,0.0075,positive,3,2.303439704322327,50.050013820117165,0.9781891049440833,2.3181924892275334,50.04574168223864,0.9844540891912407,
98.736,1.311,7.0,0.01,0.14,positive,3,-17.137140973261232,50.053398454217444,-7.277535660464257,-17.08664996540272,50.03217861210721,-7.256093921098489,
157.141,1.335,0.01,7.0,0.07,positive,4,-9.497429515207797,50.010819751130946,-4.033221299136995,-9.70645034589461,50.01525186866788,-4.121985028832431,
234.635,0.666,1.0,0.01,0.02,positive,4,-2.6202461886290513,50.044220197073734,-1.1127255769615472,-2.634459302150983,50.041668830434716,-1.1187613819224491,
127.977,1.382,15.0,0.01,0.225,positive,1,36.80108876968078,49.914881002430086,15.628116515067429,36.48707428835232,50.095299302331895,15.494765707640699,
98.736,1.311,0.5,0.01,0.0155,positive,5,-2.7194611465688605,50.0515772678926,-1.154858648959088,-2.7186347900469494,50.04292384953748,-1.1545077246674662,
234.635,0.666,0.01,15.0,0.225,positive,1,9.154981162834623,50.06684633486648,3.8877956356525494,9.21503435600187,50.016212576097054,3.913298095805109,
98.736,1.311,11.0,0.01,0.22,positive,2,26.537228454021076,50.140323125138444,11.269419251750074,26.789116975060434,50.140799693729335,11.376387368379664,
127.977,1.382,7.0,0.01,0.105,positive,2,17.100479204162436,50.08495080414469,7.26196670806966,17.187152743119896,50.111271295589525,7.298773884457234,
195.932,1.106,0.01,1.0,0.005,positive,3,-1.315493822524444,50.05030762866036,-0.5586435461714132,-1.3136403243254633,50.05163189433347,-0.5578564312576284,
195.932,1.106,0.01,7.0,0.007,positive,1,-4.326953347703028,50.00853221621271,-1.837503544973258,-4.358739285370388,50.05858833481048,-1.8510019047776403,
98.736,1.311,15.0,0.01,0.015,positive,1,36.62223281150436,50.046810463754596,15.552162736327656,36.08126937420411,50.116326244180314,15.322434760575891,
234.635,0.666,11.0,0.01,0.011,positive,4,27.000934193692,50.252671545837195,11.466338624805504,27.162111871535675,49.98735779513182,11.534785065201152,
69.395,1.081,11.0,0.01,0.055,positive,1,26.75497389157018,50.15306977398858,11.36188801238754,26.69222106784106,49.975733844268106,11.335239114931655,
234.635,0.666,0.1,0.01,0.001,positive,4,-0.8328323495523404,50.05272329822867,-0.3536743458265417,-0.8328473178295508,50.050533175390974,-0.35368070232272414,
157.141,1.335,0.5,0.01,0.0005,positive,4,-1.7236878674246334,50.04603563231918,-0.7319890722883614,-1.718598852617618,50.05203516961011,-0.7298279482833437,
157.141,1.335,0.01,15.0,0.225,positive,1,-9.292713396916282,50.05888883552524,-3.9462856280432654,-9.120218631966791,50.04321201057334,-3.8730332223402373,
98.736,1.311,0.01,1.0,0.03,positive,4,-2.3067035589963463,50.050030897054526,-0.979575148206364,-2.319891897684444,50.04366641298692,-0.9851757676594376,
157.141,1.335,0.01,11.0,0.165,positive,3,-12.142433039151747,49.96997463447422,-5.156460437893557,-12.322165256824952,49.997414766249165,-5.232786332947576,
127.977,1.382,0.01,15.0,0.075,positive,1,9.086933152592124,50.06400221483274,3.8588980603839493,9.232526398628549,50.08249033637419,3.9207263456041064,
195.932,1.106,0.01,0.5,0.0155,positive,3,-0.8936533945426742,50.050472577302074,-0.3795028854011696,-0.9031093970090311,50.050162003730534,-0.3835185141026971,
234.635,0.666,3.0,0.01,0.06,positive,4,7.3902185293197755,50.046483730711024,3.1383635677423882,7.3461383136220935,50.06252088285375,3.1196442643205766,
157.141,1.335,3.0,0.01,0.09,positive,1,7.365775015621358,50.0526423721084,3.127983274851944,7.350813321100992,50.03138948670377,3.121629574104379,
127.977,1.382,0.01,1.0,0.01,positive,2,1.1259560507133362,50.05474783681409,0.47815358022479026,1.1131220947786586,50.04971794709181,0.47270345455183393,
234.635,0.666,0.01,7.0,0.217,positive,1,-4.4138340752459255,50.04860445933456,-1.8743987070009875,-4.318876142685439,50.03272784727829,-1.8340734426216403,
98.736,1.311,0.01,11.0,0.22,positive,3,12.377206926502055,50.04363977395069,5.256160576907616,12.31567597578842,50.07497589744569,5.2300305655632835,
98.736,1.311,0.01,0.5,0.0075,positive,5,2.523568529620898,50.042498147565524,1.071670005784312,2.4976359202585643,50.04789953478969,1.060657346805913,
234.635,0.666,1.0,0.01,0.031,positive,2,-2.495435025542329,50.043821984674935,-1.0597227049186042,-2.5041788531378026,50.05473382929406,-1.0634358982239691,
69.395,1.081,0.01,3.0,0.003,positive,5,6.00074307404819,50.04698232485265,2.5483026473790513,5.928542796438684,50.055125515962764,2.5176417515027536,
127.977,1.382,7.0,0.01,0.217,positive,5,-17.310013997678247,50.027048577831664,-7.350948699540618,-17.250509472808325,50.020884160192516,-7.325679239344456,
98.736,1.311,0.01,0.1,0.002,positive,2,-0.9233538824793242,50.0491266051284,-0.3921156287070342,-0.9209657525834004,50.0476188655229,-0.39110147468294565,
98.736,1.311,11.0,0.01,0.33,positive,3,27.037706456967655,50.12500294362632,11.48195450015613,27.012384098949173,49.96645190174079,11.471200993268717,
98.736,1.311,0.01,15.0,0.015,positive,5,23.84065560702405,50.038674457042084,10.124280451428593,23.891414948076573,50.12615726078313,10.145836142380062,
98.736,1.311,7.0,0.01,0.217,positive,2,17.107857946952425,50.0706440933428,7.265100198298125,16.998395791541054,50.041353298421356,7.218615505155875,
127.977,1.382,0.01,0.1,0.0005,positive,3,1.043829088433813,50.04846788298935,0.44327717361721297,1.0433550412095847,50.047216719313404,0.4430758625826332,
157.141,1.335,3.0,0.01,0.09,positive,5,-7.546991411814795,50.047055038190244,-3.2049394478574804,-7.503790880345892,50.04622722878869,-3.1865937151120654,
234.635,0.666,0.01,0.5,0.0155,positive,2,0.6022645635599438,50.05129579424441,0.2557603888058195,-0.5944387199602664,50.048580636359745,-0.25243703072883744,
69.395,1.081,15.0,0.01,0.225,positive,3,36.46203668952659,50.158338699874875,15.484133127877778,36.04763751804491,50.026335914388454,15.308152504690382,
127.977,1.382,15.0,0.01,0.3,positive,2,36.32376386170939,50.05747917131332,15.425413564510528,36.57461227048794,49.80930577834044,15.531939982371302,
195.932,1.106,15.0,0.01,0.15,positive,1,36.253349885945774,49.99110099714712,15.395511247641318,36.49753529645598,50.29908924715879,15.499208126573798,
234.635,0.666,7.0,0.01,0.21,positive,1,17.39747718650951,50.048650325066916,7.388091212208896,17.117479926600524,50.05965079354209,7.269186311619043,
234.635,0.666,0.01,3.0,0.03,positive,4,4.141058597429851,50.05243620545016,1.7585606410012955,4.117228327215091,50.047922810261745,1.7484407708574365,
98.736,1.311,1.0,0.01,0.005,positive,2,-2.6640574866933706,50.06453126188701,-1.131330680607003,-2.658926045271263,50.055556395799655,-1.1291515395240628,
157.141,1.335,0.01,0.1,0.001,positive,2,-0.5813274471817064,50.050319316178054,-0.24686913843286323,-0.5819390510599015,50.049966740145116,-0.24712886489718938,
98.736,1.311,15.0,0.01,0.45,positive,3,-36.262243522363725,50.12495777760392,-15.399288059437628,-36.08685162954532,49.997182504194754,-15.324805346333159,
195.932,1.106,15.0,0.01,0.225,positive,4,37.17483499961172,50.983080536268496,15.786833276546508,36.121921228863904,49.332516707974975,15.33969816072019,
195.932,1.106,0.01,7.0,0.14,positive,5,11.282946132305335,50.08092004764572,4.791466847420305,11.210629414544,50.068620910331724,4.7607565035434005,
69.395,1.081,0.1,0.01,0.0001,positive,2,-1.3294931909461274,50.04813872523291,-0.5645885811729775,-1.3239524607375468,50.05064062099996,-0.5622356296660213,
195.932,1.106,1.0,0.01,0.031,positive,5,2.78172214419962,50.04508241761824,1.181298685323433,2.8055544565568473,50.06124473834126,1.1914194226927328,
69.395,1.081,7.0,0.01,0.035,positive,1,17.196109989498677,50.01869649158507,7.302577709146712,17.16530542964903,50.015756366346935,7.289496105677353,
234.635,0.666,0.1,0.01,0.001,positive,2,-0.4686400750552909,50.04896485518589,-0.19901481019844186,-0.46950017532912036,50.049960160540614,-0.1993800642641075,
195.932,1.106,0.1,0.01,0.0031,positive,5,1.258605783179261,50.05553740950615,0.5344852145317058,1.255227192038006,50.045461282939996,0.5330504467632097,
98.736,1.311,0.01,3.0,0.015,positive,5,5.448927228871461,50.05848717438614,2.313966039099482,5.464680833697105,50.062490607969835,2.320656036052788,
98.736,1.311,3.0,0.01,0.03,positive,2,7.451969946796477,50.050163321920024,3.1645872034977396,7.493013298267853,50.06001582964921,3.182016858445665,
98.736,1.311,0.01,15.0,0.45,positive,2,-12.906360607642787,50.08389263730369,-5.480873368287238,-12.87920946280151,50.06690210633593,-5.469343240530622,
234.635,0.666,1.0,0.01,0.031,positive,5,2.7015931213465203,50.06387972765222,1.1472707326934433,2.7297818405634935,50.054872086947356,1.159241481469124,
69.395,1.081,0.01,11.0,0.11,positive,4,-15.131772526080422,50.05449663796986,-6.425926841379489,-14.99685380293095,50.07042133132492,-6.368631647244331,
157.141,1.335,7.0,0.01,0.007,positive,3,17.046028388898115,50.05137253752386,7.2388433790122795,17.192624479628883,50.112491939919266,7.3010975367882125,
127.977,1.382,0.01,3.0,0.003,positive,2,-2.711073908207759,50.052220754852236,-1.1512968864480038,-2.68546908908917,50.04601639292318,-1.1404234283544972,
98.736,1.311,1.0,0.01,0.031,positive,3,2.8491518316586695,50.05462262704353,1.2099336808470653,2.8769929686910656,50.05101829767581,1.2217568238028986,
127.977,1.382,0.1,0.01,0.003,positive,1,0.4985022143733335,50.049631067675406,0.21169620110978998,0.4981933025409253,50.04886929182489,0.2115650172162924,
98.736,1.311,0.01,11.0,0.011,positive,5,17.649599301008745,49.99034689596085,7.49515852769184,17.5441185711986,50.10295550421991,7.450364604721674,
157.141,1.335,0.5,0.01,0.01,positive,2,1.3704746957715337,50.04297015298984,0.5819919720449863,1.385119217685548,50.04778359726506,0.5882109808414931,
69.395,1.081,0.01,15.0,0.225,positive,4,20.41373081542434,50.05655274030421,8.668987096748912,20.29793709390213,50.046247369180946,8.619813612154804,
234.635,0.666,0.01,0.1,0.003,positive,1,-0.2504103401165089,50.05026581624672,-0.10634038564485684,-0.2509374005204508,50.04987840132613,-0.10656420949569,
127.977,1.382,3.0,0.01,0.09,positive,4,7.610722428597924,50.049178199268354,3.232003749192256,7.546815617324081,50.058913104205544,3.204864794175336,
69.395,1.081,1.0,0.01,0.01,positive,4,3.6655975777713707,50.0395477152904,1.5566492176708726,3.665535309727234,50.058724791791626,1.556622774642107,
127.977,1.382,0.01,1.0,0.01,positive,5,2.471864154555863,50.05219219745037,1.0497129924222282,2.4870447047909345,50.043761240240265,1.0561596334257408,
98.736,1.311,0.01,0.1,0.0005,positive,2,-0.9180778109891854,50.052233452570086,-0.38987506836639435,-0.918965233950192,50.054515847064465,-0.3902519254077595,
195.932,1.106,15.0,0.01,0.15,positive,4,36.04982430342672,49.98651747508787,15.309081154844028,36.859623724422406,50.29573180518575,15.652974233235266,
69.395,1.081,0.01,15.0,0.15,positive,3,16.75936075825301,50.10412323966799,7.117105808668681,16.696136866712024,50.080265241557136,7.0902568654289215,
234.635,0.666,0.01,1.0,0.01,positive,4,1.5780464825124656,50.04488253146138,0.6701403441958831,1.5678751451883344,50.052713734334,0.6658209381638927,
157.141,1.335,0.01,0.5,0.0075,positive,3,1.029140115890708,50.03542747344133,0.4370392882158604,1.022079585826698,50.048730530150756,0.43404093164035074,
234.635,0.666,0.01,1.0,0.005,positive,1,0.6487316423489655,50.05009510917671,0.27549330828476537,-0.6555884056360682,50.052110804571946,-0.2784051323407798,
127.977,1.382,0.01,1.0,0.001,positive,2,1.1250564852705642,50.05044279928037,0.477771566702295,1.1344144392384132,50.05443667612943,0.48174555768575383,
157.141,1.335,0.5,0.01,0.005,positive,4,-1.7128552015282232,50.047159803804945,-0.7273888234789465,-1.716237644333172,50.05272871782213,-0.7288252269123373,
98.736,1.311,3.0,0.01,0.03,positive,4,7.639233624123283,50.038786068350426,3.244111442213047,7.6597250093009706,50.06102578488457,3.2528134063618865,
234.635,0.666,0.01,15.0,0.015,positive,4,20.289528561315056,50.06063273478907,8.616242806741573,20.075074540131137,50.131113489323965,8.5251717938386,
69.395,1.081,3.0,0.01,0.003,positive,3,7.633184510884046,50.05466671750177,3.241542598472926,7.672183503157056,50.05228587897693,3.2581040866133244,
98.736,1.311,0.1,0.01,0.0001,positive,5,-2.3814050443016113,50.04989533240116,-1.0112982182357786,-2.4039095268655553,50.055120414374386,-1.0208550734098671,
157.141,1.335,0.01,15.0,0.015,positive,2,12.861046725759564,50.04908081166398,5.461630170613031,12.773641445771084,50.097812520663275,5.424512249775388,
98.736,1.311,11.0,0.01,0.055,positive,2,26.817539453879245,50.09641506587111,11.388457386563294,26.94020913321393,50.144424459118724,11.440550846447227,
127.977,1.382,11.0,0.01,0.22,positive,2,26.79411009977546,50.10254594234771,11.378507771265271,26.74735541538206,50.040094739693664,11.358652715891822,
69.395,1.081,0.01,15.0,0.015,positive,1,-9.29791283763595,50.00472894411021,-3.9484936460149274,-9.320324754349672,50.076296934670246,-3.958011191757122,
127.977,1.382,1.0,0.01,0.001,positive,4,-2.8951799058217906,50.05050613982353,-1.2294801706394558,-2.9041680846371074,50.06220298997276,-1.2332971312370933,
69.395,1.081,0.5,0.01,0.0155,positive,5,3.634615295855923,50.05205733470684,1.5434921419466294,3.6536399455379995,50.04341299472012,1.5515712355775435,
98.736,1.311,0.01,7.0,0.14,positive,1,4.365160482827476,50.0637017754312,1.8537287594816867,4.341758796593674,50.035383874860464,1.843790893746252,
157.141,1.335,0.01,1.0,0.005,positive,4,-1.812888672921976,50.05195822290332,-0.7698694890954544,-1.8063265560532304,50.04463922074528,-0.7670827909177979,
234.635,0.666,0.01,0.1,0.0001,positive,4,-0.8227194558242201,50.05883386476839,-0.349379758715908,-0.8175390454018838,50.054156542073386,-0.347179822236234,
69.395,1.081,0.01,3.0,0.09,positive,2,2.9504191515732576,50.04496210365397,1.2529383181472982,2.9474925531489546,50.05083708349566,1.2516954956467448,
98.736,1.311,0.1,0.01,0.0015,positive,4,-1.8634686420365614,50.05219564208424,-0.7913490071498902,-1.8640038079749672,50.05178821105308,-0.7915762731335856,
98.736,1.311,0.01,1.0,0.001,positive,4,2.3272393224211867,50.0616671238324,0.988295958222009,2.3236858743078406,50.051088868204985,0.9867869349022595,
127.977,1.382,0.01,11.0,0.341,positive,4,14.95230007398877,50.080553447607144,6.349711259550182,14.850264132914438,50.0880817016222,6.306380216117903,
98.736,1.311,11.0,0.01,0.165,positive,1,26.733882885256786,50.07416751231634,11.352931410419902,26.862145012413638,50.07252938269537,11.407399784446083,
195.932,1.106,7.0,0.01,0.21,positive,5,17.235429572893015,50.12597190163229,7.319275340960172,17.152190048224462,50.01577328104303,7.283926468585214,
69.395,1.081,0.01,3.0,0.06,positive,2,2.9560306019919094,50.03512796674535,1.2553213020179672,2.960383912215061,50.048450015047564,1.2571699983926707,
98.736,1.311,0.1,0.01,0.0031,positive,1,-0.6033123469907031,50.04851621966326,-0.2562053452483027,0.6000617539202744,50.050385569755115,0.25482493371847903,
127.977,1.382,0.1,0.01,0.0005,positive,3,1.077550395618967,50.04874494086365,0.4575974161792793,1.0650520595817567,50.05019507823726,0.4522898163673164,
195.932,1.106,11.0,0.01,0.341,positive,1,27.28764476928127,50.047343216625286,11.588094432342988,26.3975509173034,50.015721885271546,11.21010315835884,
195.932,1.106,0.1,0.01,0.0015,positive,3,0.7328194066607645,50.04904417244358,0.3112023979364551,0.7310811101129884,50.05230587110549,0.31046420507601,
195.932,1.106,7.0,0.01,0.14,positive,2,-17.06703217739439,50.030031403737084,-7.247762942667907,-17.109153323905424,49.95869226505658,-7.2656502989236555,
127.977,1.382,0.01,11.0,0.055,positive,1,6.770234468951981,50.08038449025039,2.8750783374180315,6.785673353695132,50.03913199773288,2.8816346839201343,
195.932,1.106,3.0,0.01,0.003,positive,2,-7.230001765395347,50.04278801304487,-3.0703251933902442,-7.363741511837223,50.05912397870377,-3.1271197179536365,
127.977,1.382,11.0,0.01,0.11,positive,2,26.782455128177368,50.13441559916516,11.373558318403843,26.73402749083408,50.103805830085506,11.352992819277254,
234.635,0.666,0.5,0.01,0.0005,positive,4,1.480633932936074,50.048878417691235,0.6287726910718847,1.478086124410212,50.04776638791552,0.6276907271998522,
127.977,1.382,3.0,0.01,0.093,positive,1,-7.430178098264325,50.05476141821263,-3.155332978709158,-7.418885279824604,50.01074676859378,-3.150537319443097,
195.932,1.106,0.1,0.01,0.0001,positive,4,0.9735801900480267,50.046795663374326,0.4134449592526018,0.974786532964064,50.04949313408349,0.4139572502820044,
69.395,1.081,7.0,0.01,0.07,positive,1,-17.100704357033067,50.04092657345538,-7.262062322504274,-17.136132618397973,50.03874097685861,-7.27710744793527,
234.635,0.666,0.01,7.0,0.14,positive,4,9.516716751694812,50.05310124475515,4.0414119040660825,9.434879957424375,50.00239744725308,4.006658721515362,
234.635,0.666,0.01,15.0,0.225,positive,5,23.95242379167441,50.1793127795702,10.17174443335927,23.787671575583694,50.09804144779084,10.101780013412474,
98.736,1.311,0.01,7.0,0.07,positive,1,4.369142287883569,50.03885066302654,1.8554196907947889,4.368289644988181,50.050281660291596,1.8550576036131226,
98.736,1.311,1.0,0.01,0.031,positive,2,2.7041996426781565,50.04657302446854,1.148377629810666,2.677712134675941,50.04879383222149,1.1371293250704693,
157.141,1.335,0.01,7.0,0.07,positive,2,6.06324502013287,50.02147230222486,2.5748450060017283,6.015876114792112,50.03989507458496,2.5547291127875456,
98.736,1.311,0.01,11.0,0.11,positive,5,17.739626100824935,50.005128305484064,7.533389714975767,17.636603362580107,50.0561624989889,7.489639613801642,
98.736,1.311,1.0,0.01,0.01,positive,3,2.860588135765423,50.04981828590253,1.214790273384331,2.8581421636388233,50.049745079901406,1.2137515558174041,
195.932,1.106,0.01,15.0,0.45,positive,5,23.56898760617739,50.02880267798437,10.008912691599027,24.08200000350378,49.90080079984125,10.22677085251562,
127.977,1.382,1.0,0.01,0.01,positive,1,-2.502769021764863,50.05330677438591,-1.0628371928677014,-2.5070006982596595,50.05463608361922,-1.0646342357141412,
195.932,1.106,0.1,0.1,0.01,positive,5,1.2303014070651608,50.048346928912224,0.5224653503758964,1.235019913348539,50.057580480615975,0.5244691325584079,
234.635,0.666,15.0,0.01,0.465,positive,2,35.92385895091591,50.15483665158269,15.25558813950905,36.54303102095376,50.19364654000715,15.518528546353728,
127.977,1.382,0.01,7.0,0.07,positive,2,-6.0886441368069235,50.01211208006924,-2.585631109566385,-6.074564913201266,50.07989841039966,-2.5796521629018456,
195.932,1.106,0.01,0.5,0.0025,positive,3,-0.8822926503469738,50.049093679791255,-0.3746783804768871,-0.8805007747652055,50.051653144104904,-0.3739174345019558,
157.141,1.335,0.1,0.01,0.001,positive,5,1.5272570091952176,50.04963184860723,0.6485718571408262,1.5135454573774336,50.05207043964405,0.6427490476377754,
195.932,1.106,3.0,0.01,0.015,positive,5,7.493330249024697,50.0924587110936,3.18215145618511,7.394459242371172,50.02873467184149,3.140164448093754,
195.932,1.106,0.5,0.01,0.0005,positive,1,1.2714977675735222,50.0467131686603,0.5399599828323094,1.278772282750884,50.047666991841886,0.5430492112922048,
98.736,1.311,0.1,0.01,0.0031,positive,5,2.396316629157935,50.043360470912894,1.0176306391871646,2.4045305888115065,50.04843612561831,1.02111881637995,
234.635,0.666,0.5,0.01,0.0075,positive,3,-1.3650668150215948,50.051231597307286,-0.5796954369889565,-1.3866480428146348,50.0559052112458,-0.5888602186235072,
157.141,1.335,0.01,11.0,0.22,positive,3,-12.241280890288378,50.11193372561603,-5.1984376126585605,-12.146418355683208,50.06981804363729,-5.158152860405643,
195.932,1.106,7.0,0.01,0.217,positive,1,17.23653668636916,50.11414050537245,7.319745492767606,17.147857947638418,49.9253222950554,7.282086779190767,
157.141,1.335,3.0,0.01,0.03,positive,4,7.476897295411897,50.055654042735576,3.1751729639085684,7.483802233340973,50.02843138292951,3.178105246025553,
98.736,1.311,11.0,0.01,0.011,positive,4,26.955565217251372,50.054759616674055,11.447072030427796,26.70725199461643,49.98972448632287,11.341622216161216,
157.141,1.335,3.0,0.01,0.09,positive,2,-7.40061599266688,50.00738574878777,-3.142779001472261,-7.437079060864278,50.069572515155556,-3.1582635726449286,
69.395,1.081,0.01,15.0,0.45,positive,3,16.70176451774374,50.05504040322876,7.0926467291250805,16.53805168348983,49.99185240346116,7.023123697761946,
127.977,1.382,0.01,0.1,0.0001,positive,1,0.4257327900563688,50.05028351743729,0.1807936088229866,0.42571525076358663,50.04999994963794,0.18078616050772323,
127.977,1.382,0.1,0.01,0.001,positive,3,1.0835373225943636,50.051812677703566,0.46013985161982485,1.0765007988172168,50.04687151685466,0.45715168966248376,
98.736,1.311,0.1,0.01,0.0031,positive,4,-1.8602826898475038,50.05560074982719,-0.7899960463086053,-1.8659484568162616,50.05463101783997,-0.7924020964906836,
127.977,1.382,0.01,15.0,0.225,positive,3,16.6740487832291,50.04726737413428,7.080876840168634,16.55095137580793,50.11026609095865,7.028601739344288,
127.977,1.382,0.01,7.0,0.035,positive,3,7.8617189209231455,50.04605287109731,3.338593052880561,7.911514858245073,50.00985020576075,3.3597396204539973,
127.977,1.382,0.01,0.1,0.003,positive,2,0.7146716682686601,50.05073841785358,0.30349569741322413,0.7161455162647535,50.05082774619642,0.30412158835771763,
195.932,1.106,0.01,3.0,0.09,positive,5,5.000102628803541,50.06884679973393,2.123366157976703,4.95763017728541,50.03677077039482,2.1053296149504885,
98.736,1.311,1.0,0.1,0.01,positive,4,3.095557897280248,50.06791778388815,1.3145735932054732,3.044853049985823,50.06322365359686,1.2930410438193574,
157.141,1.335,0.1,0.01,0.0001,positive,4,1.1964278647893785,50.05219000409358,0.5080804589728972,1.183096950177169,50.04620204330449,0.5024192925841554,
69.395,1.081,0.01,7.0,0.21,positive,5,11.780640616854097,50.06094895934521,5.0028200343358655,11.795964180925136,50.04586875939222,5.009327408240672,
127.977,1.382,0.1,0.01,0.0031,positive,1,0.49593403804597913,50.05028193983376,0.2106055877552145,0.4960193891194021,50.049156552337394,0.21064183332741723,
157.141,1.335,0.01,0.5,0.0025,positive,5,1.7166694319284115,50.045872065755766,0.729008591782067,1.7319028408690964,50.04436208782298,0.7354776800021643,
69.395,1.081,7.0,0.01,0.007,positive,1,-17.115558640438604,50.06939452008672,-7.268370409562852,-17.1370311136742,50.04387304264328,-7.277489006996008,
98.736,1.311,3.0,0.01,0.015,positive,3,-7.564990479922613,50.020092052678535,-3.212583013386535,-7.558949146833222,50.07423418753794,-3.2100174735999754,
234.635,0.666,0.01,0.5,0.0005,positive,2,-0.5850322210483957,50.04790862310071,-0.24844242443026826,-0.5800132271100038,50.04983332175014,-0.2463110358034669,
234.635,0.666,0.01,0.1,0.001,positive,2,-0.4038668674572042,50.050387053927196,-0.17150792740666052,-0.40199044839028064,50.0504614803679,-0.17071107881360653,
195.932,1.106,3.0,0.01,0.03,positive,3,-7.452890184484321,49.99549892942622,-3.164977995789163,-7.295788533837561,50.064209932858354,-3.0982624995063532,
195.932,1.106,0.1,0.01,0.0031,positive,2,-0.5386515758342253,50.04812395749873,-0.2287462102234692,-0.5334731314393422,50.05203920966843,-0.22654710864589017,
127.977,1.382,1.0,0.01,0.02,positive,5,3.1633395293267497,50.03597190941891,1.3433580471066544,3.136135830553193,50.05230393342823,1.3318056015598747,
157.141,1.335,11.0,0.01,0.11,positive,2,26.878185808463485,50.03446925425355,11.414211741321337,26.40823109140332,50.03613165571147,11.214638649313454,
69.395,1.081,0.01,15.0,0.3,positive,3,-16.55235228039492,50.02559485383167,-7.02919665381133,-16.62587944046989,49.99278289960003,-7.0604210295863306,
234.635,0.666,3.0,0.01,0.06,positive,2,7.376029460118596,50.069681671836506,3.1323379735512975,7.422522385092756,50.027195311298094,3.1520818689879206,
234.635,0.666,1.0,0.01,0.015,positive,5,-2.732998718107551,50.05413635548488,-1.1606075752112923,-2.723798291149487,50.06053633960403,-1.1567004803590484,
234.635,0.666,15.0,0.01,0.225,positive,2,36.32240923709366,50.12440049897901,15.424838303505037,36.52611350646814,49.93728849435819,15.511344278269128,
127.977,1.382,0.01,0.1,0.001,positive,1,-0.424606301497315,50.0499302007348,-0.18031522910536563,-0.42734977643788336,50.050305237405645,-0.18148028556050763,
195.932,1.106,0.01,1.0,0.03,positive,4,1.6722743140302259,50.06147413494697,0.7101555605699957,1.6999314244278823,50.05387694394448,0.721900553944234,
234.635,0.666,0.01,1.0,0.001,positive,1,0.6475715620069711,50.05248755131925,0.27500066332893286,0.6516626912714752,50.049439140081546,0.27673802075398135,
195.932,1.106,0.01,11.0,0.11,positive,4,14.814540660535046,50.03994825046897,6.2912097250446095,14.916947322952934,50.12862644883196,6.3346982006764625,
234.635,0.666,0.01,3.0,0.015,positive,1,-1.8591898511450347,50.05401291367135,-0.7895319564910118,-1.8443097143495841,50.043539478349956,-0.7832128904151453,
234.635,0.666,0.01,0.1,0.0005,positive,1,-0.24851513380224413,50.050736873153674,-0.10553555877452188,-0.24897537238116432,50.05030126842487,-0.10573100576743856,
127.977,1.382,15.0,0.01,0.45,positive,4,36.3091113186926,50.03838914184726,15.419191149436301,36.41299883413749,50.07328083058062,15.4633084908007,
127.977,1.382,0.1,0.01,0.0031,positive,2,0.755467637254989,50.049784988318066,0.32082029779810983,0.7564448423624572,50.05005905847814,0.3212352821311607,
98.736,1.311,7.0,0.01,0.07,positive,1,17.218599998844578,50.059581529610014,7.312128418058679,17.228749308096276,50.10889072390478,7.316438469549973,
195.932,1.106,0.01,0.5,0.0155,positive,4,1.1814127613979057,50.04818277951737,0.5017040773729853,1.179259484859696,50.04991373022305,0.5007896572361542,
