,,,,,,,X,,,,,,,Y,
Energy,Dispersion,SigmaXY,ThetaPhi,Emittance,Focus,Plane,FWHM X,mean X,stdev X,FWHM Y,mean Y,stdev Y
127.977,1.382,1.0,0.01,0.031,positive,4,2.9062936034314024,50.0466120925033,1.2341997636450663,2.9064444018786184,50.04782589429966,1.2342638023945212,
157.141,1.335,1.0,0.01,0.02,positive,3,2.629997951047784,50.04798306629812,1.1168668044198165,2.639888972591984,50.045528639151414,1.1210671702870663,
195.932,1.106,1.0,0.01,0.001,positive,1,-2.490398696640996,50.06136455619175,-1.0575839547481722,-2.4852987078140756,50.03616943510297,-1.0554181704663137,
195.932,1.106,3.0,0.01,0.003,positive,3,-7.496130472744429,50.06055988541449,-3.1833406118330343,-7.544812535079798,50.054870255636395,-3.204014156225496,
234.635,0.666,7.0,0.01,0.07,positive,4,16.988358520517664,50.1051023985548,7.214353032324471,17.209298222285014,50.04971326422451,7.308178283627065,
195.932,1.106,0.01,15.0,0.465,positive,1,-9.180697740520078,50.10176516434325,-3.8987165536436543,-9.149521136836507,50.06672301363553,-3.885476956359991,
234.635,0.666,11.0,0.01,0.165,positive,2,26.84948154423572,49.847860413744954,11.402022058873671,27.336823442080554,49.732149994413696,11.60897886957727,
157.141,1.335,1.0,0.01,0.001,positive,2,2.552855579464395,50.06755494773464,1.0841071766028516,2.531273572890275,50.05040878314333,1.0749420642476113,
98.736,1.311,0.5,0.01,0.0005,positive,1,-1.3714837723760553,50.053165454825276,-0.5824204910718768,-1.3696314664979885,50.04577691783123,-0.5816338824944745,
195.932,1.106,0.01,15.0,0.015,positive,3,16.64464522283809,50.07106283759692,7.068390191454939,16.65262406821314,50.02052845950286,7.071778523956659,
69.395,1.081,0.01,0.5,0.01,positive,5,3.50287602312401,50.047004735162275,1.487547147581115,3.5029753296613855,50.053671474869745,1.4875893195436494,
157.141,1.335,0.01,3.0,0.045,positive,1,-1.8757715227668854,50.04967648592575,-0.7965736040287436,-1.8799007607948885,50.05193589445673,-0.7983271448933619,
69.395,1.081,0.01,3.0,0.015,positive,2,2.967036293611216,50.04322272277662,1.2599950287120842,2.95552457459621,50.05919846940372,1.2551064101393792,
69.395,1.081,0.01,7.0,0.035,positive,4,9.913780408256473,50.01828091049052,4.210030749217119,9.902960364171438,50.06964568557129,4.205435860443111,
127.977,1.382,1.0,0.01,0.015,positive,2,2.5808519847751423,50.04937412582772,1.0959962564868109,2.5903875762273385,50.055782804440106,1.1000456838064119,
98.736,1.311,0.01,1.0,0.02,positive,3,1.770110333913994,50.05408494994951,0.7517030465067072,1.7548242315590978,50.060732058633725,0.7452115812634185,
98.736,1.311,0.01,7.0,0.007,positive,5,11.432364037342651,50.06354896420256,4.854919329600243,11.48263508997844,50.0560909048026,4.876267661788025,
98.736,1.311,7.0,0.01,0.07,positive,2,17.063988942035177,50.000003060840726,7.246470588599957,17.19164774946467,50.06763709488672,7.300682754146709,
69.395,1.081,0.01,15.0,0.15,positive,2,-12.946180749620753,50.03034662762948,-5.497783569568861,-12.904310374007101,50.1008368945323,-5.480002706814634,
157.141,1.335,0.01,11.0,0.011,positive,1,-6.6946206169622196,50.08616127020705,-2.842967817633013,-6.744176298796227,50.03868984516993,-2.864012357226188,
127.977,1.382,15.0,0.01,0.075,positive,5,36.5109207107897,50.10083713852956,15.504892437060345,36.545439456659196,49.97547210740946,15.519551323534566,
234.635,0.666,11.0,0.01,0.11,positive,5,27.076586370626128,49.66834948874515,11.498465419834435,26.154195325030248,49.998347860556976,11.106758673785565,
69.395,1.081,15.0,0.01,0.3,positive,3,36.29276143325139,50.05270985996028,15.412247933264563,36.170251758450455,49.9803023802912,15.360222421628357,
98.736,1.311,1.0,0.01,0.005,positive,1,2.5481002934352377,50.052637371242064,1.0820877753674358,2.553283743227095,50.052700144828854,1.0842890025594933,
98.736,1.311,0.01,0.1,0.0015,positive,5,2.3952288732737212,50.04170059828634,1.0171687078621205,2.398839294893484,50.05139453474252,1.018701925808342,
195.932,1.106,0.01,11.0,0.341,positive,3,-12.120365842646905,50.02464304892322,-5.147089282591687,-12.230034446061623,50.06878911861442,-5.193661646875158,
127.977,1.382,0.01,0.1,0.003,positive,5,-1.8337269435060555,50.05123405419335,-0.7787187631671715,-1.8614391882744286,50.037594650481395,-0.7904871701522119,
98.736,1.311,0.5,0.01,0.0005,positive,2,1.557414056656372,50.04877856568255,0.6613784850757483,1.5596816965354616,50.04828551453391,0.6623414712652717,
195.932,1.106,15.0,0.01,0.225,positive,5,36.13485783579372,49.88142972454599,15.345191878628214,36.38294483639532,50.34952481393707,15.450545624424715,
234.635,0.666,0.01,1.0,0.02,positive,1,0.6549703054532888,50.04996944091327,0.2781426471264179,0.6559007928451831,50.04750196492646,0.2785377921034411,
157.141,1.335,0.01,11.0,0.11,positive,4,15.00046596730996,49.98090863585808,6.370165605278563,14.949965544450679,50.140136290401095,6.348719867696059,
157.141,1.335,0.01,1.0,0.001,positive,5,2.2149830664072176,50.03975255707739,0.9406247097024026,2.2353814532668714,50.047173436756296,0.9492871807656155,
234.635,0.666,1.0,0.01,0.005,positive,4,2.607161625492128,50.05449759357221,1.1071690273025854,2.5965513313697026,50.04604489436701,1.1026632118947268,
234.635,0.666,0.1,0.01,0.003,positive,2,-0.4682984083684608,50.0477994719741,-0.1988697164805762,-0.47935040328838424,50.052412698373985,-0.20356310654339402,
98.736,1.311,0.01,1.0,0.01,positive,1,-0.8249649229290447,50.05043521680352,-0.35033332891500113,-0.8217289042567476,50.04991378200911,-0.348959106614892,
69.395,1.081,0.01,11.0,0.165,positive,5,17.76176597776493,50.01424497790974,7.5427917350793825,17.945740327309586,50.04987290967459,7.620919113007298,
157.141,1.335,0.5,0.01,0.0025,positive,1,1.294569740048026,50.05688870167885,0.5497578308340522,1.2923370497955757,50.04373489301351,0.5488096865107762,
157.141,1.335,0.01,7.0,0.07,positive,5,-11.294132114299824,50.05647059382141,-4.796217137039164,-11.31479680054932,50.09112179127239,-4.804992696003619,
195.932,1.106,0.01,11.0,0.165,positive,1,6.808782498396847,50.0496645787888,2.8914483176477184,6.750245086314193,50.05326839838592,2.8665895559343437,
195.932,1.106,15.0,0.01,0.465,positive,4,36.5752236766459,50.40940022984382,15.53219962487086,36.25570285304588,49.963243828031096,15.396510469273775,
69.395,1.081,0.01,3.0,0.093,positive,1,-2.050489017042245,50.055440166740006,-0.8707699240029918,-2.0232356512077176,50.052101292213344,-0.8591963866178519,
69.395,1.081,0.01,0.5,0.005,positive,5,3.5489106884623074,50.06101053320481,1.5070964364117154,3.4907923780223613,50.04906717858653,1.4824156522941911,
69.395,1.081,0.01,3.0,0.045,positive,2,2.9337646429281676,50.0427213098338,1.245865739310416,2.9519950955930954,50.05580987195031,1.253607565650202,
127.977,1.382,11.0,0.01,0.11,positive,4,26.78523662262042,50.03444010678301,11.374739520392568,26.616407986117256,50.09086155714934,11.303043989348248,
98.736,1.311,0.01,1.0,0.03,positive,1,-0.8344249049785575,50.04351443944818,-0.35435064760427953,-0.8361952336902152,50.05037903087837,-0.3551024433880649,
157.141,1.335,0.5,0.01,0.0005,positive,2,-1.3870491946935382,50.05006060648299,-0.5890305735916164,-1.381333420094003,50.051700224804065,-0.5866032869432661,
127.977,1.382,11.0,0.01,0.165,positive,1,27.00981794478302,49.91375954844167,11.470111238654246,26.83750802283844,49.99728923859029,11.396937329216255,
69.395,1.081,1.0,0.01,0.02,positive,3,3.1934906041378457,50.05513561943356,1.356162138669036,3.1677756714030445,50.05158907164522,1.3452419192301022,
195.932,1.106,0.01,0.5,0.005,positive,4,1.163353473629535,50.05244866592317,0.49403493869098647,1.1676383502787049,50.051697903746046,0.495854573755183,
157.141,1.335,7.0,0.01,0.21,positive,4,17.225999213266636,50.09929100050565,7.315270601862849,17.232867728936547,50.04582627204407,7.318187416738809,
98.736,1.311,0.01,7.0,0.007,positive,4,9.616374982101256,50.065124721627065,4.0837332181506945,9.736975883044652,50.05072280856544,4.13494814126238,
157.141,1.335,3.0,0.01,0.06,positive,3,7.487544647397892,50.06733924725219,3.179694516476088,7.462773662596609,50.074142701415596,3.1691751582285583,
98.736,1.311,7.0,0.01,0.035,positive,5,17.28375765603643,50.06059122767796,7.339798562950751,17.193232445296218,49.95953763552636,7.301355718233488,
127.977,1.382,1.0,0.01,0.03,positive,4,2.923363656881277,50.04569547337377,1.241448809614947,2.892158985366013,50.059871666709604,1.2281972929191494,
69.395,1.081,0.1,0.01,0.0031,positive,5,3.379944942708911,50.056416497009046,1.435342679934139,3.420629101128356,50.05543381698774,1.4526197983388636,
234.635,0.666,1.0,0.01,0.001,positive,1,2.468992959613053,50.03336296324602,1.0484936978142743,2.5020467957804136,50.04962734318391,1.0625304891202707,
127.977,1.382,7.0,0.01,0.14,positive,1,17.088815091130634,50.07124402074793,7.2570133731657185,-17.235519412445953,50.01539599462737,-7.319313492630353,
127.977,1.382,0.1,0.01,0.003,positive,2,0.7543796377409039,50.05237546139723,0.32035826301210457,0.7497507605637239,50.04945319126625,0.3183925431305096,
157.141,1.335,15.0,0.01,0.15,positive,1,35.97159836359359,50.0669837875992,15.275861374041783,36.64623372601067,50.06294885775036,15.562355073046827,
127.977,1.382,0.01,15.0,0.45,positive,3,16.767135751314147,50.090470447324776,7.120407572326374,16.88246079181933,50.1794975116011,7.169382024723684,
234.635,0.666,7.0,0.01,0.14,positive,3,17.12075160895916,50.151870250756794,7.270575679021216,17.37026068895623,49.99422721138566,7.3765333314745325,
69.395,1.081,0.1,0.01,0.0015,positive,2,-1.3305196211380128,50.051593503756415,-0.5650244696526299,-1.3248576060905055,50.04929443067774,-0.5626200127783699,
234.635,0.666,0.01,0.5,0.005,positive,1,-0.3830228211206612,50.05097486606657,-0.16265620057782454,-0.3839964477855116,50.049743806062395,-0.16306966527327654,
127.977,1.382,0.01,15.0,0.15,positive,3,16.30196185211772,50.07660149502844,6.922864724018058,16.597497745250664,49.90762823245037,7.048368330750239,
195.932,1.106,7.0,0.01,0.105,positive,4,16.951517908731955,50.05447530593881,7.19870813178697,17.12121414214482,49.921948584965435,7.270772100452191,
98.736,1.311,0.01,3.0,0.09,positive,3,3.6165828093507044,50.049003668117784,1.5358343848100495,3.643982961749123,50.05151010454003,1.5474702572401575,
127.977,1.382,0.01,11.0,0.165,positive,1,6.860487885675351,50.03871686359562,2.913405760860944,6.762125653916595,50.044152670255905,2.871634811413536,
234.635,0.666,0.01,7.0,0.217,positive,5,10.98521852356936,49.91922152777775,4.6650324968444705,10.827823181195349,50.02338888489931,4.598192280106739,
157.141,1.335,1.0,0.01,0.001,positive,4,-2.785511032293275,50.06329608836989,-1.1829076916482397,-2.7818906853961636,50.047610947664836,-1.1813702587889263,
69.395,1.081,1.0,0.01,0.01,positive,5,4.2411673497529545,50.05837200098034,1.8010732757571575,4.245279495308322,50.04739319114199,1.8028195580551734,
98.736,1.311,0.01,1.0,0.001,positive,1,-0.818515236534668,50.05061315438483,-0.3475943759702174,-0.8210465459991431,50.050123455853104,-0.34866933327634747,
69.395,1.081,0.01,0.5,0.0005,positive,5,3.4845301009212672,50.05276543243328,1.479756285426052,3.493063793640583,50.048501783870954,1.483380241906142,
98.736,1.311,0.1,1.0,0.01,positive,3,1.6490232697468137,50.03969250917128,0.7002816671253668,1.6292831793076197,50.055497780049755,0.6918987511922965,
69.395,1.081,1.0,0.01,0.02,positive,2,2.9083513016815794,50.03780607151568,1.2350735950745624,2.87222485407086,50.04069754926807,1.2197319747200865,
195.932,1.106,0.01,11.0,0.011,positive,5,17.617069778049313,50.01416360213736,7.481344393600014,17.530172759850092,50.001808587211734,7.444442313508617,
234.635,0.666,7.0,0.01,0.007,positive,1,17.138355411477228,50.07031923544002,7.27805138928029,17.221937203170285,50.13105838990733,7.313545610315222,
157.141,1.335,15.0,0.01,0.3,positive,2,36.155978233616345,49.8593447427696,15.354160962126867,37.00569465241054,49.9776261012667,15.715005373029785,
157.141,1.335,0.1,0.01,0.002,positive,1,0.4324307310993026,50.0486948810418,0.1836379867077045,0.4295637650347002,50.05013421078244,0.18242048795426372,
69.395,1.081,0.1,0.01,0.003,positive,4,-2.658745425265686,50.046971868728676,-1.1290748366169892,-2.6309596299830993,50.03696088075067,-1.1172751953384998,
234.635,0.666,0.01,0.5,0.0005,positive,1,-0.38206071190003843,50.05056693210577,-0.16224762693223987,-0.3843478614551445,50.05143726435261,-0.1632188981888672,
69.395,1.081,0.01,0.1,0.002,positive,3,-1.9095960047452754,50.04664003577121,-0.8109376612643432,-1.9198058897774626,50.04963713073557,-0.8152734371400809,
98.736,1.311,3.0,0.01,0.003,positive,3,-7.519639151923302,50.08698954430517,-3.1933239136755995,-7.5504197517106215,50.05110747816985,-3.20639534215671,
69.395,1.081,0.01,3.0,0.015,positive,5,5.978689538342661,50.048805838614975,2.5389372933338974,6.018362853950334,50.05099565399131,2.5557851426661857,
98.736,1.311,1.0,0.01,0.01,positive,2,-2.660692381478137,50.051343425644305,-1.1299016398327404,-2.6890437625979473,50.048409701496055,-1.1419414653465039,
157.141,1.335,11.0,0.01,0.165,positive,5,26.717615551637977,49.9641723540955,11.346023251077789,26.322774874851856,49.965274641243504,11.17834842655506,
69.395,1.081,0.01,7.0,0.217,positive,2,6.21892227239109,50.05140018294532,2.6409556108336547,6.206774604627353,50.060386647994925,2.635796927393984,
69.395,1.081,0.01,0.1,0.0031,positive,1,0.7744855288956111,50.05092655412061,0.3288965215286271,0.7776752346150486,50.05012855340091,0.33025107636107043,
127.977,1.382,7.0,0.01,0.07,positive,2,17.212583775499148,50.04530549213841,7.309573541489361,17.247596844573174,49.99142262218738,7.324442349487503,
127.977,1.382,15.0,0.01,0.015,positive,4,36.422574398222096,50.128122787339926,15.467374893078858,36.320844046158896,50.08100150224576,15.424173622455791,
195.932,1.106,0.01,0.1,0.002,positive,4,-0.9445826777360126,50.05192784465585,-0.40113074474945326,-0.9457592742665866,50.04839415406504,-0.40163040354449914,
234.635,0.666,3.0,0.01,0.015,positive,1,-7.334140230278804,50.02908075756108,-3.1145491040762714,-7.312271633150072,50.027275740390955,-3.1052622868821436,
234.635,0.666,0.01,3.0,0.015,positive,4,4.130212837815755,50.04708366041249,1.7539548317546096,4.1352065799872735,50.043571021616515,1.7560754968520782,
195.932,1.106,0.01,7.0,0.07,positive,2,-6.051077521247763,50.07939157600325,-2.5696779009885184,-6.141848495845914,50.06694734972694,-2.608225112895326,
98.736,1.311,0.1,0.01,0.0005,positive,1,0.6006522288832767,50.051461242515856,0.2550756874822816,0.6038267420756905,50.050369886788474,0.2564237905876043,
127.977,1.382,1.0,0.01,0.001,positive,1,2.536577964701736,50.04826984323297,1.0771946512237711,2.5145133124101218,50.06058928972364,1.0678245763589782,
195.932,1.106,1.0,0.01,0.015,positive,1,-2.4873852293486527,50.05315816442236,-1.056304242121901,-2.478438384608198,50.05521350920431,-1.0525048346391193,
69.395,1.081,11.0,0.01,0.11,positive,2,26.74646767680961,49.95223115624716,11.358275724821475,26.732215686351452,50.04464760476656,11.352223410205305,
69.395,1.081,15.0,0.01,0.15,positive,5,36.42160460114804,50.08285501425518,15.466963054674723,36.904078618003616,49.95667497643745,15.67185264905878,
157.141,1.335,3.0,0.01,0.015,positive,2,-7.409186747029356,50.04987687913766,-3.1464186967170695,-7.385518258590226,50.065256998656544,-3.1363675295524995,
157.141,1.335,0.01,11.0,0.22,positive,1,-6.802236096834981,50.07784405432311,-2.8886682932032364,-6.723199067201334,50.0474955381957,-2.855104071344205,
195.932,1.106,11.0,0.01,0.341,positive,2,26.60681477638578,49.93374428610376,11.29897009359002,26.914477420828277,49.94484394346017,11.429623501286002,
69.395,1.081,11.0,0.01,0.011,positive,1,26.632228108563037,50.034998710171074,11.309762233974451,26.86270448629905,50.063248110672966,11.407637373152307,
98.736,1.311,0.01,3.0,0.093,positive,2,2.783024848498246,50.05018845947772,1.1818518976126406,2.7903097096584273,50.04681194833642,1.1849455196443126,
69.395,1.081,0.01,7.0,0.105,positive,4,9.88351405173496,50.0402121804072,4.197177701603091,9.960064336569861,50.07572912864124,4.2296858911881525,
157.141,1.335,0.5,0.01,0.005,positive,3,-1.5277198931943126,50.0418098425325,-0.6487684275498184,-1.5212858326822964,50.05309464355474,-0.6460361103627894,
157.141,1.335,0.01,1.0,0.005,positive,2,1.0459493350170868,50.05108149955169,0.4441775671042495,1.0442281960800583,50.04662576291914,0.44344666047225173,
234.635,0.666,7.0,0.01,0.035,positive,4,17.11223474776523,50.08667715341897,7.26695887029269,17.230660196946065,50.05642534546062,7.31724995623665,
98.736,1.311,0.5,0.01,0.0075,positive,5,2.7101370201840287,50.05241037058909,1.1508990233497658,2.719401166669377,50.04540131710545,1.154833177624162,
69.395,1.081,0.01,0.5,0.005,positive,1,-0.8339250766386094,50.050532381915865,-0.3541383882446957,-0.8270927797366672,50.048796283067645,-0.3512369541942701,
69.395,1.081,0.01,0.5,0.0155,positive,5,3.499701605051657,50.0587064389113,1.4861990848699071,3.5141281998747966,50.029836993884764,1.492325547764055,
234.635,0.666,0.1,0.01,0.003,positive,3,-0.6341277673289806,50.04768474255615,-0.2692915607817991,-0.6288438225771648,50.049121653730836,-0.26704765694630744,
69.395,1.081,0.01,1.0,0.001,positive,2,1.5733179339111154,50.05190240280408,0.6681322973972802,1.5830169779831564,50.05344602279301,0.6722511372444184,
127.977,1.382,0.01,7.0,0.007,positive,4,-9.577454546913438,50.057187541460635,-4.067205090416782,-9.500644488334526,50.06114009903202,-4.034586584140702,
98.736,1.311,0.01,3.0,0.093,positive,4,4.553471180892202,50.06047525114165,1.9336976307508926,4.574977626069008,50.04498624356555,1.9428306548619874,
195.932,1.106,0.01,0.1,0.003,positive,3,0.7018988842032212,50.050153834399005,0.29807154926245166,0.698387470261832,50.04724920739086,0.29658037636395107,
127.977,1.382,11.0,0.01,0.22,positive,3,26.91711224324465,50.007171902398134,11.430742416869649,27.19392702785589,50.062341294376075,11.54829583313058,
195.932,1.106,7.0,0.01,0.217,positive,2,17.179052398240554,50.01431486026701,7.295333955427448,17.17793950232133,50.096397137774346,7.2948613480216284,
127.977,1.382,1.0,0.01,0.001,positive,3,-2.738277885712936,50.046092207266675,-1.1628494503622115,-2.7030853749989223,50.05746011690076,-1.147904439867047,
234.635,0.666,15.0,0.01,0.45,positive,1,35.80319123460038,50.01817698052108,15.204344842279763,36.91611695491607,50.105740593456616,15.676964903565512,
98.736,1.311,7.0,0.01,0.007,positive,1,17.274169495137198,50.05392823219532,7.335726811252419,17.026595767663007,50.01688053518977,7.23059103433965,
195.932,1.106,11.0,0.01,0.341,positive,3,26.583105488034764,49.994806375105405,11.288901600150655,26.79725785238127,50.15769413219799,11.379844510099062,
98.736,1.311,0.01,15.0,0.225,positive,4,20.298278867857185,50.13083636756282,8.619958751425678,20.219042621936982,50.12518896784635,8.58630992947893,
234.635,0.666,0.01,11.0,0.22,positive,3,12.285492630275234,50.01570756816866,5.2172127697788495,12.123949600151565,50.06652856337499,5.1486111772344,
157.141,1.335,7.0,0.01,0.21,positive,2,17.249146394796725,50.079949076008695,7.325100388481707,17.168062816875164,50.034226087560214,7.290667070186497,
195.932,1.106,0.01,0.1,0.0031,positive,2,-0.47989135110232806,50.05051232484001,-0.2037928278844607,-0.4789074994584973,50.05092693578915,-0.20337502100326876,
69.395,1.081,0.01,15.0,0.465,positive,5,23.869066187339772,50.10216568533167,10.136345416740179,24.225741144246555,49.98002287317934,10.287812614339458,
234.635,0.666,0.01,7.0,0.14,positive,3,-7.679409957573686,50.0432701891761,-3.2611729053735714,-7.76051507630242,49.98236061571822,-3.2956153712852134,
